reference,generated
"චාල්ස් කුමරුගේ 65 වන උපන් දිනයද අදට (14) යෙදී ඇති අතර, ඔහු මීට පෙර 1998 සහ 2005 යන","ඬ])[:13 ස)6](1/[/1] 55 එන] ලුපන] ලි්‍යා(අලි අල] | 14] (56 £1/6] 1511, 1] £](] 15] 1995 (51) ද[][]5 521"
චමුදිත ඇත්තටම.. වැඩසටහන මෙහෙයවන විදිය නියමයි... චමුදිත එදා පියුමි,චමුදිත ඇත්තටම.. වැඩසටහන මෙහෙයවන විදිය නියමයි... චමුදිත එදා පියුමි
"සිහිල් ජලය බිඳක් බී, මුහුණු දොවා ගත් පසු අමුතුම පණක් උපදියි. මේ ආකාරයට අසීරු මෙන්ම දැඩි","සිහිල්‌ ජලය බිඳක්‌ බී, මුහුණු දොවා ගත්‌ පසු අමුතුම පණක්‌ උපදියි. මේ ආකාරයට අසීරු මෙන්ම දැඩි"
"ඔයාට ඒක ඇහුණේ නැ. ඔයා ඇස් දෙකෙන් හිනා වෙලා ""ගෙදර ගිහින් මට මැසෙජ් එකක් එවන්න.","ඔයාට එක ඇහුණේ නැ. ඹයා ඇස්‌ දෙකෙන්‌ හිනා වෙලා ""ගෙදර ගිහින්‌ මට මැසෙජ්‌ එකක්‌ එවන්න."
ස්ථිර පත්වීම් ලිපියට මුවා වී නඩයක් සමග සිවිල් ආරක්ෂක,ස්ථිර පත්වීම්‌ ලිපියට මුවා වී නඩයක්‌ සමග සිවිල්‌ ආරක්ෂක
සිංහලෙන් අහපු ප්‍රශ්න ටිකට වත් හරියට ගළපලා උත්තර දෙන්න බැරිව ඔය,සිංහලෙන්‌ අහපු ප්‍රශ්න ටිකට වත්‌ හරියට ගළපලා උත්තර දෙන්න බැරිව ඔය
"තාත්තා ""අබා"" චිත්රපටයට මාව සම්බන්ධ කරගත්තා. ඊට පස්සේ කරපු ඇඩ්රස් නෑ, සී රජ,","තාත්තා 'අබා"" චිත්‍රපටයට මාව සම්බන්ධ කරගත්තා. ඊට පස්සේ කරපු ඇඩ්රස්‌ නෑ, සී රජ,"
"පුලුවන් නං මචං, ප්රසිද්ධ ස්ථාන වල සහ පුද්ගලයන්ගේ ඡායාරූප ගැනීමේදී","පුලුවන්‌ නං මචං, ප්රසිද්ධ ස්ථාන වල සහ පුද්ගලයන්ගේ ඡායාරූප ගැනීමේදී"
"මිනිස්සු හරියට හැසිරෙනවනම්, මේ දේවල් මොකටද? කොහමත් මොන රජය ආවත් , බලයට අද හැමදේම යට වෙලා.","]නා(ූු (1)(1(5] 1]/:1/1(102)£)16), [16] [1(2£)[:] (16): ]2 7 [1:11(1)2](] [12)12] [1:4[5 6116) , 1][:5(] අලි (1)/9]01ක6] [5] [1£1[1]1."
මේ අතර ආපදාවට ලක්වූවන්ගේ දේපළ ආරක්ෂා කිරීම සඳහා අද සිට සෑම ස්ථානයකටම යුද,මේ අතර ආපදාවට ලක්වූවන්ගේ දේපළ ආරක්ෂා කිරීම සඳහා අද සිට සෑම ස්ථානයකටම යුද
බණ අහවර වෙද්දි සීසර්තුමා පැමිණ මාව නිවස ඇතුළට ගෙන ගියා. ඒ වෙද්දි සීසරෝගේ පාසලේ මුල් ගුරුතුමාගේ කුළුපග,0]0:] (1(1]:)(] අවුද්දි ස(3[1516)] /£)11] 6]12] නව £:/51]ළ] (11) [1](5]. ඵු අවුර්ලි 3030111017] ඒ10501[?] £][?] [1)(1/216)10/1] 2)(21:5(7]
"මගේ මේ එක ආධුනිකයන්ට පමණක් නෙවෙයි, දැනටමත් ගැන දන්නා හා දැනටමත් වල නියැලී සිටින සහෝදර,","මුගේ මි එක ආධුනිකයන්ට ඊමණක්‌ නෙවෙයි, අනටමත්‌ ගැන දන්නා හා දැනටමත්‌ වල නියැලී සිටන සහෝදර,"
පුංචි රාළට පසුදා දිය යුතු දානය සිහිපත් විය. එය තමන් විසින්ම උයා පිහා විහාරස්ථානයට පූජා කළ,පුංචි රාළට පසුදා දිය යුතු දානය සිහිපත්‌ විය. එය තමන්‌ විසින්ම උයා පිහා විහාරස්ථානයට පූජා කළ
කිසිවකුට විස්තර කළ නොහැකි පෞරාණික සොයාගැනීම් දහයක් . -,කිසිවකුට විස්තර කළ නොහැකි පෞරාණික සොයාගැනීම්‌ දහයක්‌ . -
(මම ලියපු දිගම කමෙන්ට් එකද කොහෙද. එනිසා තව කැමැත්තක් නැත.,(මම ලියපු දිගම කමෙන්ට්‌ එකද කොහෙද. එනිසා තව කැමැත්තක්‌ නැත.
විළිලැජ්ජාවේ සංතෝසේ බෑ කිවුවලු. මේකා දීලා තියෙන්නේ පරණ ඇදුමක්නේ පාර්සල් කරන්න.,විළිලැජ්ජාවේ සංතෝසේ බෑ කිවුවලු. මේකා දීලා තියෙන්නේ පරණ ඇදුමක්නේ පාර්සල්‌ කරන්න.
"ඔහු ""දුෂාන් පුතා 01"" යාත්රාවෙන් මාළු ඇල්ලීම සඳහා තවත් ධීවරයන් 4දෙනෙකු ද","ඔහු ""දුෂාන්‌ පුතා 01"" යාත්රාවෙන්‌ මාළු ඇල්ලීම සඳහා තවත්‌ ධීවරයන්‌ 4දෙනෙකු ද"
යේසුස් ක්රිස්තුස් වහන්සේ වයස 33 දී නපුරු මනුෂ්යයන් විසින් අල්ලා කුරුසියෙහි ඇණ,යේසුස්‌ ක්රිස්තුස්‌ වහන්සේ වයස 33 දී නපුරු මනුෂියයන්‌ ටිසින්‌ අල්ලා කුරුසියෙගි ඇණ
මේ වියරුවෙන් විමලා විජයවර්ධන කොයිතරම් ඉදිරියට ගියේද යතහොත් බණ්ඩාට,මේ චියරුවෙන්‌ විමලා විජයවර්ධන කොයිතරම්‌ ඉදිරියට ගියේද යතහොත්‌ බණ්ඩාට
1896 අගෝස්තු මස 23 වෙනි දින රාත්රී 12 පසුවී විනාඩි 05 ට බළංගොඩ කිරිඳිගලදී නාරංගොඩ ආරච්චිගේ,1896 අගොස්න මිස 23 වෙනි දින රාන්‌ර්‌ 12 පසුවී විනාඩි 05 ට බළිංඞොඩ කිරීිදිගලද්‌ නාරංගොඩ ඈආරචිචිගේ
"ඔබේ කතාව මගෙ ඇසට කදුලක් සහ මං ගැනත් මට සතුටක් එක් කරා, මං දන්නෙ","ඔබේ කතාව මගෙ ඇසට කදුලක්‌ සහ මං ගැනන්‌ මට සතුටක්‌ එක්‌ කරා, මං දන්නෙ"
මිනිස්සුන්ට කරන්න බැරි දෙයක් තියෙනවනං ඒකටයි මිනිස්සු තමන් අදහන,මිනිස්සුන්ට කරන්න බැරි දෙයක්‌ තියෙනවනං ඒකටයි මිනිස්සු තමන්‌ අදහන
බුදුන්වහන්සේ කර්මය හෝ කර්ම යාන්ත්‍රණයක් ගැන කිසිවක් පවසා නැත.,බුදුන්වහන්සේ කර්මය හෝ කර්ම යාන්ත්‍රණයක්‌ ගැන කිසිවක්‌ පවසා නැත.
හාහහා.!! මේක කියවලා හොදට හිනා උනා. අපේ අප්පෝ අද කාලේ ගෑණු,හාහහා.!! මේක කියවලා හොදට හිනා උනා. අපේ අප්පෝ අද කාලේ ගෑණු
"නිව්ස්ෆස්ට්, එම්.ටී.වී චැනල් ප්රයිවට් ලිමිටඩ්, එම්.බී.සී නෙට්වර්ක් ප්රයිවට් ලිමිටඩ් 45/3,","නිව්ස්ෆස්ට්‌, එම්‌.ටී.වී චැනල්‌ පරයිවට්‌ ලිමිටඩ්‌, එම්‌.බී.සී නෙට්වර්ක්‌ ප්රයිවට්‌ ලිමිටඩ්‌ 45/3,"
“ වෙන දේකට මුහුණ දෙනවා“ ලොකු හුස්මක් අරං රෑ කෑමට නියමිතව තිබුණ,“ චෙන දේකට මුහුණ දෙනවා“ ලොකු හුස්මක්‌ අරං රැ කෑමට නියමිතව තිබුණ
මචං කතාවක් කියන්න තියන්වා පස්සේ කියන්නම්. පැය කිහිපයකට පසු සෝස් දැමු බනිස්,මචං කතාවක්‌ කියන්න තියන්වා පස්සේ කියන්නමි. පැය කිහිපයකට පසු සෝස්‌ දැමු බනිස්‌
එක්සත් ජාතික පක්ෂයේ ත්රිකුණාමලය නගර සභා මන්ත්රීනි එම්.එච්.දිපානි මහත්මියට,එක්සත්‌ ජාතික පක්ෂයේ ත්රිකුණාමලය නගර සභා මන්ත්රීනි එම්‌.එච්‌.දිපානි මහත්මියට
අවසන් වරට තමන්ට ලබාදුන් දුරකතන ඇමැතුමෙන් තමන් රැකියා,අවසන්‌ වරට තමන්ට ලබාදුන්‌ දුරකතන ඇමැතුමෙන්‌ තමන්‌ රැකියා
බොහොම ස්තූතිවන්ත වෙනවා ජ්‍යොතිෂයේ හරි පැත්ත සහ මිත්‍යාව මිනිසුන්ට,බොහොම ස්තූතිවන්ත වෙනවා ජ්‍යොතිෂයේ හරි පැත්ත සහ මිත්‍යාව මිනිසුන්ට
"“1940 ඔක්තෝබර් 20 දා සවස ගෙදර ගියෙමි. මගේ උපන් දේශය කෙරේ, මා සිත බැඳුණු","“1040 ඹක්තෝබර්‌ 20 දා සවස ගෙදර ගියෙමි. මගේ උපන්‌ දේශය කෙරේ, මා සිත බැඳුණු"
මාලනී ෆොන්සේකා කියන්නේ හෙළ සිනමාවේ නිළි රැජින. නමුත් ඇය ඉතාම ආධුනික අධ්යක්ෂවරයෙකුට වුවත්,මාලනී ෆොන්සේකා කියන්නේ හෙළ සිනමාවේ නිළි රැජින. නමුත්‌ ඇය ඉතාම ආධුනික අධ්යක්ෂවරයෙකුට වුවත්‌
පොලිස් නිළධාරියා එක්ක දුවපු අනිත් නියම පිරිමි ටිකටත් උපහාර වේවා.ඒක,පොලිස්‌ නිළධාරියා එක්ක දුවපු අනිත්‌ නියම පිරිමි ටිකටත්‌ උපහාර වේවා.ඒක
ආසියානු කුසලාන ක්රිකට් තරගාවලිය මෙම මස 15 වැනිදා සිට එක්සත් ආරබී එමීර් රාජ්යයේදී ආරම්භවන,එ1(5(1121] ස1:0[7)12) :](1)/] ර)(1/1))£)[%5 [1616] 6] 15 £/නථ] ය] ෆු 11] ෆු] (11/55(1/0(2 (11/)6)5)£2)
එහෙම කියන්න බෑ. ඒක බොහොම සංකීර්ණ මනෝ භාවයකින් යුත්,එහෙම කියන්න බෑ. ඒක බොහොම සංකීර්ණ මනෝ භාවයකින්‌ යුත්‌
මළ ගෙයක් උනා කියමුකෝ .මැරුන කෙනා ටිකක් විතර . උඩ තටුට්වේනං .වැඩිය,මළ ගෙයක්‌ උනා කියමුකෝ .මැරුන කෙනා ටිකක්‌ විතර . උඩ තටුටිවේනං .වැඩිය
"නේටෝ සංවිධානයේ මහ ලේකම් අන්ද්රේස් ෆොග් රස්මුසෙන් ප්රකාශ කළේ, කෙටි","නේටෝ සංවිධානයේ මහ ලේකම්‌ අන්ද්රේස්‌ ෆොග්‌ රස්මුසෙන්‌ ප්රකාශ කළේ, කෙටි"
බෝම අමාරුවෙන් මිත්යා මතය සුනුවිසුනු කරල දැම්මා. එහෙම,බෝම අමාරුවෙන්‌ මිත්යා මතය සුනුවිසුනු කරල දැම්මා. එහෙම
සිරිමාවෝ බන්ඩාරනායක රජයේ සොලිසිටර් ජෙනරාල්වරයා වූ ඉයන් වික්රමනායක මහතා 1971 කැරැල්ල,සිරිමාවෝ බන්ඩාරනායක රජයේ සොලිසිටර්‌ ජෙනරාල්වරයා වූ ඉයන්‌ වික්‍රමනායක මහතා 1971 කැරැලිල
“ඇත්තම කියනවානම් මම කවදාවත් හිතුවේ නෑ ආපහු ක්රීඩාවට එක්වෙන්න පුළුවන් වෙයි කියලා. ආපහු ටෙස්ට්,“(6/21510] කියනව නිවු බුල කුවුදාවුන්‌ 15160 21! අප] 0150]10]0] චුන්‌5වුන්න පුන 603 55091. අප] 60ස්ටි
කවුරු හරි තමන්ගේ ගෙදරට ගිනි තිබ්බ කියන්නේ ආරක්ෂාව අඩපණ වෙලා,කවුරු හරි තමන්ගේ ගෙදරට ගිනි තිබ්බ කියන්නේ ආරක්ෂාව අඩපණ වෙලා
ඇතැම් අවස්ථාවලදී අප පාඨකයාට වැදගත්වන විශේෂ ලිපි උපුටනයන් සහිතව,ඇතැම්‌ අවස්ථාවලදී අප පාඨකයාට වැදගත්වන විශේෂ ලිපි උපුටනයන්‌ සහිතව
මම ලංකාවේ තමයි දැන් ඉන්නේ. මම උත්සහ කරන්නම් බාලසුරිය මැතිතුමා ගැන තව කියවන්න,මම ලංකාවෙ කමයි දැන්‌ ඉන්නේ. මම උත්සහ කරන්නම බාලසුරිය මැතිතුමා ගැන තව කියවන්න
ඔබ දන්තාලේප සහ සමග දිනපතා අනුගමනය කරනවා නම් ඔබ ඔබේ,ඔබ දන්තාලේප සහ සමග දිනපතා අනුගමනය කරනවා නම්‌ ඔබ ඔබේ
"ඇමරිකා-බ්රිතාන්ය ප්රකෝපකරනයන්ට ප්රතිචාර දක්වමින් රුසියාව, ඇමරිකානු","ඇමරිකා-බිරිතාන්ය ඊජරඊකෝපකරනයන්ට ප්‍රතිචාර දක්වමින්‌ රුසියාව, ඇමරිකානු"
සියල්ල ආර්ථිකයට ඌණනය කිරීම නිසයි මේ පටලැවිල්ල වුනේ.ධනවාදය අහෝසි කළාට පස්සෙ,සියල්ල ආර්ථිකයට ඌණනය කිරීම නිසයි මේ පටලැවිල්ල වුනේ.ධනවාදය අහෝසි කළාට ඊඩ්සෙ
එක්සත් ජාතීන්ගේ වෙසක් උළෙල සඳහා සහභාගී වීමට මෙරටට පැමිණි ඉන්දීය අගමැති නරේන්ද්ර මෝඩි මහතා ඊයේ පස්වරුවේ ආගමති,ඵුස්ෆර ජා0(1] වසක්‌ උාළැෲැ සදා] සරා(] ඒ6)() 06)(1()(] පැ/£5)] 615 (1()6)/)] ඒ)0[121] 06))6) එ] (10 පහව 1/0 21(:)6)5)
එහෙම සීමාවක් නැහැ. වෙනත් අධ්යක්ෂවරු කිහිපදෙනෙක් එක්කම මම වැඩ,එහෙම සීමාවක්‌ නැහැ. වෙනත්‌ අධියක්ෂවරු කිහිපදෙනෙක්‌ එක්කම මම වැඩ
නික්ම ගියේ ආණ්ඩුවට සහ අගමැතිවරයාට එරෙහිව භාරදෙන විශ්වාසභංගය නිසි,නික්ම ගියේ ආණ්ඩුවට සහ අගමැතිවරයාට එරෙහිව හාරදෙන විශ්වාසභංගය නිසි
ඔහු තම කඩවසම් බව හා තරුණ පෙනුම වෑයමින් රැකගෙන සිටි නමුත් නැටුමට දක්ෂයෙකු,ඔහු තම කඩවසම්‌ බව හා තරුණ පෙනුම වෑයමින්‌ රැකගෙන සිටි නමුත්‌ නැටුමට දක්ෂයෙකු
"කඩුවෙලින් කණ්ඩායම් ඉදිරිපත් නොවන නිසා අනුරාධපුර, අතුරුගිරිය, මාලබේ ප්රදේශවලින් හිරගෙදරදී","කඩුවෙලින්‌ කණ්ඩායම්‌ ඉදිරිපත්‌ නොවන නිසා අනුරාධපුර, අතුරුගිරිය, මාලබේ ඊරදේශවලින්‌ ගිරගෙදරදී"
"""ආරංචියක් ආවා අගමැතිවරයාගේ ප්රධානත්වයෙන් අරලියගහ මන්දිරයේදී තිබ්බ","""ආරංචියක්‌ ආවා අගමැතිවරයාගේ ප්රධානත්වයෙන්‌ අරලියගහ මන්දිරයේදී තිබ්බ"
ඔබගේ සියලුම නැරඹුවෙමි. ඔබ ගන්නා උත්සාහය බෙහෙවින් ප්‍රශංසනීයයි.,ඔබගේ සියලුම නැරඹුවෙමි. ඔබ ගන්නා උන්සාහය බෙහෙවින්‌ පුශංසනීයයි.
© 2018 බී.බී.සී. බාහිර අඩවිවල අන්තර්ගතය සම්බන්ධයෙන් බීබීසියේ,[] 2018 බී.බී.සී. බාහිර අඩවිවල අන්තර්ගතය සම්බන්ධයෙන්‌ බීබීසියේ
ළදරුවන්ට වඩා සමීප පුද්ගලයන් විසින් ඔවුන්ගේ අවශ්යතාවලට ප්රතිචාර දක්වනු,ළදරුවන්ට වඩා සමීප පුද්ගලයන්‌ විසින්‌ ඔවුන්ගේ අවශ්යතාවලට ප්‍රතිචාර දක්වනු
"අග්රාමාත්යවරයා වෙනස් නොවනු ඇති බවද සඳහන්. අග්රාමාත්යවරයා හා කතානායකවරයා,","අග්රාමාත්යවරයා වෙනස්‌ නොවනු ඇති බවද සඳහන්‌. අග්රාමාත්යවරයා හා කතානායකවරයා,"
"ගැන මම කලින් අහලා තිබුනා. මේවා ඊශ්‍රායලය, ඇමරිකාව වගේ රටවල්","ගැන මම කලින්‌ අහලා තිබුනා. මේවා ඊශ්‍රායලය, ඇමරිකාව වගේ රටවල්‌"
"නාරාහේන්පිට බස් එක නවත්තල තිබුණා. මට සුපුරුදු, වම් පැත්තේ, පිටිපස්සේ දොර ළඟ, ආසනේ","නාරාහේන්පිට බස්‌ එක නවත්තල තිබුණා. මට සුපුරුදු, වම්‌ පැත්තේ, පිටිපස්සේ දොර ළඟ, ආසනේ"
අත්අඩංගුවට ගෙන රක්ෂිත බන්ධනාගාර ගතකර සිටි හිටපු ලුතිනන් කමාන්ඩ චන්දන,අත්‌අඩංගුවට ගෙන රක්ෂිත බන්ධනාගාර ගතකර සිටි හිටපු ලූතිනන්‌ කමාන්ඩ චන්දන
ඇමතුම් කරු - උඹල ඔක්කොටම කතා කරනවා ළඟදීම. ගෙවල් වලට කතා කරලා මල් වැඩම,ඇමතුම්‌ කරු - උඹල ඹක්කොටම කතා කරනවා ළඟදීම. ගෙවල්‌ වලට කතා කරලා මල්‌ වැඩම
එමෙන්ම සපුගස්කන්ද ප්රදේශයේ දී ද පසුගිය දා සිදුකළ වැටලීමකදී,එමෙන්ම සපුගස්කන්ද ප්‍රදේශයේ දී ද පසුගිය දා සිදුකළ වැටලීමකදී
"නොවැම්බර් 13, 2018 _ ඓතිහාසික නඩු තීන්දුවක්, ශ්රි ලංකාවේ විනිශ්චයකාර","නොවැම්බර්‌ 13, 2018 _ ඵෙතිහාසික නඩු තීන්දුවක්‌, ශ්රි ලංකාවේ විනිශ්චයකාර"
"ලමා රක්ෂක සේවා, වනිතා කටයුතු, ගෘහ ආර්ථික ප්රවර්ධන, නිවාස,","ලමා රක්ෂක සේවා, වනිතා කටයුතු, ගෘහ ආර්ථික ප්රවර්ධන, නිවාස,"
නඩුවේ තුන්වැනි සැකකරු සිට හත්වැනි සැකකරු දක්වා වූ යුද හමුදා බුද්ධි අංශ සාමාජිකයින්,නඩුවේ තුන්වැනි සැකකරු සිට හත්වැනි සැකකරු දක්වා වූ යුද හමුදා බුද්ධි අංශ සාමාජිකයින්‌
"වරාහදේව විසින්ම අජන්තා ලෙන් අංක 16හි ඇති අභිලේඛනය ද කරවා ඇති අතර, ඔහු සැදැහැති","වරාහදේව ටිසින්ම අජන්තා ලෙන්‌ අංක 160ඞෆි ඇති අභිලේඛනය ද කරවා ඇති අතර, ඔහු සැදැහැති"
"හරි හරි…. ලියමු ලියමු… මම කැමතියි ලියනවා නම්. මතයන්, සම්මතයන් එලියට එනවා නම්. මොකද","හරි හරි.... ලියමු ලියමු... මම කැමතියි ලියනවා නම්‌. මතයන්‌, සම්මතයන්‌ එලියට එනවා නම්‌. මොකද"
මේකත් වගේ සින් එකක් මහපරිමනයෙන් කරන එක අවුල් ගොඩක් හදන්න පුළුවන් . අනික කියන්නේ,මේකත්‌ වගේ සින්‌ එකක්‌ මහපරිමනයෙන්‌ කරන එක අවුල්‌ ගොඩක්‌ හදන්න පුළුවන්‌ . අනික කියන්නේ
එසේ නම් යම් දේ නිරවද්යය ලෙස පෙනෙන්නට තිබුණත් දෙවියන්වහනසේ විසින් ඒවා සාවද්යය බව පවසනු ලබන සේක්,ෆු: 6) (16) 0 1(1:):2(5(5 (17105 [1(5(10)/212() 2101]21]] (£)/5:1(:)7)01:2 ඩු] ෆා] 155 1)£) සුනු] [11] (02)
එල්ටීටීඊ බුද්ධි අංශ නායක පොට්ටු අම්මාන්ගේ ප්රධාන ක්රියාකරුවෙක් වූ ඥානවේල් නමැත්තා යුද්ධය,එල්ටීටීඊ බුද්ධි අංශ නායක පොට්ටු අම්මාන්ගේ ප්රධාන ක්රියාකරුවෙක්‌ වූ ඥානවේල්‌ නමැත්තා යුද්ධය
මේවා රාජ්ය රහස්ය. පින්සිපල් මහත්තයාට කතා කලාට පස්සේ මම ලොක්කාට් කෝල් එකක් ගත්තේය.,මේවා රාජීය රහස්ය. රින්සිරලි මහත්තයාට කතා කලාට ඊරස්සේ මම ලොක්කාටි කෝලි එකක්‌ ගත්තේය.
"අඩු වැඩි වශයෙන් කුමනාකාරයකින් හෝ අපද වාර්ගික අර්බුදය දිග්ගස්සන්නට, මහා","අඩු වැඩි වෲයෙන්‌ කූමනාකාරයකින්‌ ඩො අපදු චාර්ඨික අර්බුදය දිග්ධඨඩ්සීන්නට, බඩා"
අපගේ වෙබ්අඩවිය භාවිතා කිරීමට පැමිණි ඔබ සාදරයෙන් පිළිගනිමු. ඔබගේ අදහස් හෝ,අපගේ ටෙබ්‌අඩවිය භාවිතා කිරීමට පැමිණි ඹබ සාදරයෙන්‌ පිළිගනිමු. ඔබගේ අදහස්‌ හෝ
“වෛරය ඕනෑම අවස්ථාවක වෛරය හරහා නතර කරන්නේ නැහැ.,“වෛරය ඕනෑම අවස්ථාවක වෛරය හරහා නතර කරන්නේ නැහැ.
ප්‍රථමයෙන්ම...... හරේන්ද්‍ර මහත්මයා ඔබට ස්තූතියි කියන්නම් අපෙහාමුදුරුවන්වහන්සේව මෙසේ,ප්‍රථමයෙන්ම...... හරේන්දු මහත්මයා ඹබට ස්තූතියි කියන්නම්‌ අපෙහාමුදුරුවන්වහන්සේව මෙසේ
තුරුණු දිරිය ලංකා බැංකු ණය යෝජනා ක්රමය මගින් වසර 3ක,තුරුණු දිරිය ලංකා බැංකු ණය යෝජනා ක්රමය මගින්‌ වසර 3ක
"ඉවාන් පවුලුශා, ඒ ඔබ දකින ආකාරය වෙන්න පුළුවන්. එහෙත් මගේ උත්සහය එහි අනික් පැත්ත පිලිබදව අවදානය","ඉවාන්‌ ඊවුලූශා, ඒ ඔබ දකින ආකාරය වෙන්න රුළුවන්‌. එහෙත්‌ මග්‌ උත්සහය එගි අනික්‌ රුත්ත රිලිබදව අවදානය"
විධායක ජනාධිපති ක්රමය අහෝසි කිරීම සම්බන්ධව මාදුළුවාවේ සෝභිත හිමි හා,විධායක ජනාධිපති ක්රමය අහෝසි කිරීම සම්බන්ධව මාදුළුවාවේ සෝභිත ගිමි හා
පුරාවිද්යා දෙපාර්තමේන්තුවට වාර්ෂිකව වෙන් කෙරෙන මූල්ය ප්රතිපාදන වැඩි කිරීමට සහ සේවක හිඟය පියවීමට පියවර,පු(]]6)(5] ((:1(12)(16)21)()(] ච11£) [1612] (1:101/172) 61[:15 2(121/51ල2 £)/6] 2)(12)() (30) (1:00) £1)/1)/5 :(56]0)(] (56)(1
මේ අනුව හමාර දෙසුමේ දී අපට පවසන්නට වන්නේ “සරල” යන්න විනා “සරළ” යන්න විදුහුරු නො වන බව ය. පැරකුම් අප,05) £1£1]£) (1]6)1(] අළ:0£) ළී 005] ළු ](50101](] £101011] (3[1(9] [50110] 61011 23168 ' [50:10] £):20/](1/ [1:]] £]0] [1]6] [5. £5/[1:]6] (15
"තමන් දන්නා පරිදි, සරත් ෆොන්සේකාට එරෙහිව ඇති තවත්","තමන්‌ දන්නා පරිදි, සරත්‌ ෆොන්සේකාට එරෙහිව ඇති තවත්‌"
ජගත් මානව හිමිකම් මහ කොමසාරිස් නවනීදන් පිල්ලේගේ ශ්රී ලංකා සංචාරයට විරෝධය පළ කරමින් රාවණා,ඒ[0න්‌ 9]]21ච්‌ (නුබ £(!] 0511105152 නවුනිදින! එ[10[21011 101 [11511 £502)1(1(5£] චු0[116](5 පළි ක1015]2] (111011]
ඔහුගේ නිර්මාණ අතර ටයිල්වලට සමාන කැටයක්ද ඒ සඳහා තිබේ. ඇස්තමේන්තු වියදම් වන්නේ,ඔහුගේ නිර්මාණ අතර ටයිලිවලට සමාන කැටයක්ද ඒ සඳහා තිබේ. ඇසිතමින්තූ වියදම්‌ වන්නේ
මේ පොස්ට් එක හිතූ ලියපු ක්රමය හා ස්වරය බොහෝදුරට හරි. ඔයාලාගේ,මේ පොස්ට්‌ එක හිතූ ලියපු ක්රමය හා ස්වරය බොහෝදුරට හරි. ඔයාලාගේ
බොහෝ කාලයක් කසිප්පු පෙරූ මනුස්සයෙක් ඒ ජාවරාම නතර කර ඒ සඳහා යොදාගත් උපකරන වත්තේ ගොඩ ගසා,ලොලඞො කාලයක්‌ කසිප්පු පෙරැ බනුස්සියෙන්‌ ඒ ජාවරාම නනර කර ඒ සඳඩඞා යොදාලන්‌ උපිඟරන වන්නේ ෆොඩ ෆසා
"- ආසියාවේ මෙන්ම ලංකාවේ අත්හැර දැමුණු කුඩාම ගම ""වල්පොලමුල්ල"" ශ්‍රී ලංකාවේ කුඩාම ගම්","- ආසියාවේ මෙන්ම ලංකාවේ අත්හැර දැමුණු කූඩාම ගම ""වල්පොලමුල්ල"" ශ්‍රී ලංකාවේ කුඩාම ගම්‌"
නැගෙනහිර පාකිස්ථානයේ ඉරානය බලා යමින් සිටි ෂියා මුස්ලිම්,නැගෙනහිර පාකිස්ථානයේ ඉරානය බලා යමින්‌ සිටි ෂියා මුස්ලිම්‌
කැලුම් කාමරයට ගිහින් ටිකවෙලාවකින් නර්ස් නෝනා කෙනෙක් ඇවිත්,කැලුම්‌ කාමරයට ගිහින්‌ ටිකවෙලාවකින්‌ නර්ස්‌ නෝනා කෙනෙක්‌ ඇවිත්‌
"අර අවුරුදු විසි අටකට අඩු ගෑනු අය ඉන්න ගෑනු හමුදාව නාකියි, ළමයි, අම්මලයි,","අර අවුරුදු විසි අටකට අඩු ගෑනු අය ඉන්න ගෑනු හමුදාව නාකියි, ළමයි, අම්මලයි,"
මුස්තාෆා එක කියන්නේ එහෙ තියෙන්නේ ලොකු ෂොපින් මෝල් එකක්,මුස්තාෆා එක කියන්නේ එහෙ තියෙන්නේ ලොකු ෂොපින්‌ මෝල්‌ එකක්‌
නඩු කියන්න අක්කලා නංගිලා හිටියට ගෙන්න ගන්න ඔය හුක්කලට බැරි වුනේ ඇය් දන්නෙ,නඩු කියන්න අක්කලා නංගිලා හිටියට ගෙන්න ගන්න ඔය හුක්කලට බැරි වුනේ ඇය්‌ දන්නෙ
@මකුළුවා = පාර්ටි එක කොහේ කිවුවා ! මචං . මම ඔය සිනම්මන් එක,[]මකුළුවා - පාර්ටි එක කොහේ කිවුවා ! මචං . මම ඔය සිනම්මන්‌ එක
යෝජිත පනත් කෙටුම්පතට අදාළව වඩාත් ප්රජාතන්ත්රවාදී ලෙස සාකච්ඡා කොට සුදුසු,යෝජිත පනත්‌ කෙටුම්පතට අදාළව වඩාත්‌ පරජාතනත්රවාදී ලෙස සාකච්ඡා කොට සුදුසු
2018 වසරේ මුල් සතිය තුළ දී කොළඹ කොටස් වෙළෙඳපොළ සියලු කොටස් මිල දර්ශකය,2018 වසරේ මුල්‌ සතිය තුළ දී කොළඹ කොටස්‌ වෙළෙඳපොළ සියලු කොටස්‌ මිල දර්ශකය
මිනිහ 2: “ඒ මගේ නැන්දම්මා. ඔය ඉස්සරහින් යන බලු තඩිය මගේ,මිනිහ 2: “ඒ මගේ නැන්දම්මා. ඔය ඉස්සරහින්‌ යන බලු තඩිය මගේ
ජෝතිෂ්‍ය ශ්‍රාස්ත්‍රය පිළිබඳව ඔබ කල මෙම විග්‍රහය ඉතා අනර්ඝ,ජෝතිෂ්‍ය ශ්‍රාස්ත්‍රය පිළිබඳව ඔබ කල මෙම විග්‍රහය ඉතා අනර්ඝ
