reference,generated
என் தணகளஉங்களப்பண்பட த்தலம்என்றல் ந ன்அவர்கள மறம்,என தணகளஉங்களப்பணபட ததலம்என்றல் ந னஅவாகள் மறம
இரண்டவதக உண்மயனமல்யத்த வீரர்கள் பதக்கங்களவ ல்லமட்டர்கள்,இரணடவதக உணமயனமலயதத விராகள் பதக்கங்களவ லலமட்டாகள
அவன் நலஎன்னஎன்றதரயமல்படக்கயல்படத்தக்கண்டரக்கறன்,அவன நல்என்னறதரயமலபடக்கயலபடத்தககணடர்க்கறன
ஆனல்நீங்கள்ஏன்என் அப்பபற்ற தரந்தகள்ளவரம்பகறீர்கள்,ஆனலந்ஙகள் அப்பபற்ற தரந்தகள்ளவரம்பகற்கள
எனக்கதர யம் ஏனனல் நன்வீரர்களல் ஒரவரகஇரந்த ன்,எனக்கதர யம் ஏனனல் நன்வீரர்களல் ஒரவரகஇரந்த ன்
நீங்கள் பன்தடர்ந்தகண்டரந்தமறக்கப்பட்டகல்லறகளல் ஒன்றலரந்த,நீங்கள் பன்தடாந்தகண்டரந்தமறக்கப்பட்டகல்லறகளல ஒன்றலரந்த
உனக்கப தஸ்ப்ரங்க்ஸ்டீன்பட்ட பர்ன்இன்தய எஸ்,உணக்கப் தஸ்பரங்கள்டீன்பட்ட பானஇன்தய எஸ்
என்னடத்தல்வச வசமயரக்கறவன் எவன அவன்மர த்தலம்,என்னடததலவச வசமயரககறவன எவன அவனமர ததலம
ஒரவரன்பறந்தநளமறந்தவ டங்கள் உள்நட்டதஷ்பரயகம்அல்ல ச ந்தய,ஒரவரனபற்குதளமறந்தவ் டங்கள் உளநட்டத்தப்ரயகம்அல்ல ச நதிய
அவளக்கஎப்பஉடம்பசரயல்ல னலம் அவளக்கதர ஞ்சவங்கனலம்,அவளக்களப்பட்ட டம்பசரயல்  னலம் அவளக்கத்ர ஞ்சவங்கனலம்
ஒ அதடக ட அங்கஒரஅமரக்க பண்உணவகத்தலமன்னடஇரந்தங்க,ஒ அதடக ட அங்கஒரஅமரகக பண்உணவகத்தலமன்னடஇரந்தங்க
ஆயிரம் ஒளி ஆண்டுகள் வரை ஏதும் உள்ளதாக தெரியவில்லை,ஆயிரம் ஒளி ஆண்டுகள் வரை ஏதும் உள்ளதாக தெரியவில்லை
நன்வ டகக்கஒரவீட்டத்தடகறன்என்றசன்னன் இல்லய,
நீங்கள் ஒரகண்ணயமனபலட் இரக்க றம் ஆனல் நீங்கள் கடஉணர்ச்சஇரக்கறம்,நீங்கள் ஒரகண்ணயமனபலட் இரக்க றம் ஆனல் நீங்கள் கடஉணர்ச்சஇரக்கறம்
ஃபன்கள்ஏதபரய வஷயத்தல் ஈடபட்டள்ளனர்என நன க்கறன்,ஃபனகளஏதபரய வஷயததல் ஈடபட்டள்ளனான நன கதறன
மற்றம்ம லரந்தவரணம்ன சனட்டர்ச ல்றதநனக்கறன்,0ற்றமம் லரந்தவரணமன சனட்டாச லற்தநனக்கறன
இங்க தனயஇர க்கறதஎவ்ளகஷ்டம்ன எனக்கத ன்தர யம்,இங்க தனயஇர ககறதஎவ்ளக்ஷடமன எனக்கத னதர யம
நற்றஇரவ என்னடம்கறனர் அவர் தனதந ட்வர்க்கட்டமப்பத்தடங்கயத,நற்றஇரவ என்னடமகறனா அவா தனதந டவாககட்டமப்பத்தடங்களத
அம்ம இவங்கமனசமறவங்கன்னநமநனச்சதம ட்ட ள்தனம்,அமம் இவங்கமனசமறவங்கனன்றமநனசசதம் டட ளதனம
ஆனல்இங்கநல்லசய்த நீஉடல்நலசரயல்லமல்ப வதல்லஎன்றஉள்ளத,ஆனல்இங்கநல்லசய்த நீஉடல்நலசரயல்லமல்ப வதல்லஎன்றஉள்ளத
என்னப்பரத்தவர அத பலத்தன்அட யல்ஓடம் நீரப்பல்,என்னபபரத்தவர அத பலத்தன்அட யல்ஓடம் நீரப்பல்
அதவத நக வடன்கட்டத்தட்ட சக்ஸ்வ த்தக்கள்ளம்நலயல் இரந்தன்,அதவத நக வடன்கட்டத்தட்ட சக்ஸ்வ த்தக்கள்ளம்நலயல் இரந்தன்
நய்வய்ப்பட்டதனதமனவய அவர்வடம யற்ச யடன்கவனக்கறர்,5யவயப்பட்டதனதமனவய அவாவடம் யறச யடனகவனக்கறா
இம்தயஸ் உங்கள்மனவ மற்றம் கழந்தகளபற்றகவலப்படவண்டம்,இமதயஸ் உங்களமனவ மற்றம் கழநதகளபற்றகவலப்படவண்டம
கரப்பஆண்ஆட உன்வ ளத்தபண் ஆட்டடன்உறவடக்கண்டரக்கறத,
ஆமம் சரய ஆனல் இதமன்னலய ஆரம்பக்கவ ண்டயவஷயம்,ஆமம் சர்ய ஆனல் இதமனனலைய ஆரமபககவ ணடயவஷ்யம
ஒவ்வரமற யம்அதஅவர உரவ க்கயத சக்தவய்ந்தமற்றம்சரயன உணர்கற ன்,ஒவ்வரமற் யமஅதஅவர உரவ ககயக் சகதவயந்தமறறமசரயன உணாகற ன
என்ன நம்ப தகக்கமடயத நம்ப ரம்மச்சரயகஇல்லவ ட்டல்சவர்,எனன நமப தகககமடயத நமப ரமமசசரயகஇல்லவ ட்டல்சவர்
மந்தரச ரள்கள் நககள் மரந்த கள் இதப தக்கடங்க,மந்தரச ரளகள் நக்கள் மரந்த கள் இத்ப தக்கடங்க
ஒரப ண்தன்நண்பனக்கஒரசக அலங்கரத்தசய்தல் அதலஎன்னதவற,ஒரப ணதனநணபனக்கஒரசக அலஙகரததசயதல் அதல்எனனதவற்
நீ சல்ல நீ தர ம்பவம்சந்தஷமஆக நன்என்னசய்யணம்,ந் சல்ல நீ தர ம்பவம்சந்தஷமஆக நன்என்னசய்யணம்
தரமணம்மற்றம்வரசக றத்தயசனகள மீண்டம்கரத்தல்கள்ளலம்,தரமணமமறறமவரசக றததயசனகள் மண்டமகரததலகள்ளலம்
அனத்தபத ப்பகளயம்நடத்தங்கள் மற்றம்ந ம்ஒர வரம்தரம்ப வரவம்,அனத்தபத் பாகளயம்டத்தங்கள் மற்றம் மதர வரமதரமப வரவம
இதநடக்கம்பதநீங்கள்இங்க தனயகஇர ப்பதநன்வ ரம்பவல்ல,இதநடக்கம்பதநீங்கள்இங்க தனயகஇர ப்பதநன்வ ரம்பவல்ல
மக்கலன்வஷயத்தல்என்னநடந்தரக்கவண்டம்என்பதஅவரடயஅசல்,மக்கலனவஷயததல்என்றடந்தரக்கவண்டமஎனபதஅவரடயஅசல
அந்த நலயல்நீத மன்றத்தக்கள் தன்னம்பக்கயடநடப்பீர்கள்,அநத நலயலந்த மனறததககள தனனமபககயடநடபப்பாகள
இடப்பக்க மனட்டரல்நமத உண்ம யன ரடர்படத்தபர்க்கலம்,இடப்பக்க மனட்டரலந்தத் உணம் யன் ரடாபடத்தபாககலம்
நீங்கள் சக்கலல்சக்கனல் பற்றவப்பஅணக்கவம் சரய,நிங்கள் சக்கலலசக்கனல் பற்றவப்பஅணக்கவம் சரய
நீங்கள் எல்லரம்கற்றம்சட்ட கறீர்கள்என்ற இந்த கரகத்தக்கஎன்னநடந்தத,நீங்கள் எல்லரம்கற்றம்சட்ட கறீர்கள்என்ற இந்த கரகத்தக்களன்னநடந்தத
உண்மயல் நட்களஎப்பட கடத்தவத என்றஎனக்கத்தரயவல்ல,உணமயல் நடகள்ளப்பட கடததவத என்றஎனகதததரயவலல்
அவர்கள் கமக்பத்தகக்கதபத்தரங்கள் அல்லதஏதவத,அவாகள் கமகபததகக்கத்ததரங்கள் அலலதஏதவத
பட்டபக்கல்எச்ச ல்பலகரத்தசட்னயள் மக்கவதல்பயர்பனதகக ள்வப்பட்டன்,பக்கல்எச்ச லபலகரத்தசடன்றுள் மக்கவதலபயாபனத்தக ளவபபட்டன
மர்ஸற்கசல்லம்மன்றமன பந்தயத்தல் சவயத்யன யன்சர்ந்தத,மாஸ்றகசலலம்மன்றமன் பந்தயத்தல் சவயதயன் யனசாந்தத
கரணக்கலகரத்த ல்கள்ள மரணம் அர்த்தமற்ற சய்கறத,கரணக்கல்கரத்த லகள்ள மரணம் அரததமறற சயகறத
உன்னடம்எல்லவற்றயம்கட்டம டயத ஆனல்எனக்கக்கடத்ததஇத,உனனடமஎல்லவற்றயம்கட்டம் டயத ஆனல்எனக்கக்கடத்தது இத
பர்க்அவனக்கண்கணக்கறதஎனல் சரயனகரணம்இரக்கம்,பாகஅவனக்கணகணக்கறதஎனல் சரயனகரணமஇரக்கம
நன்அவளவீட்டற்கசன்றரந்தன்அதனல்நன் மதங்களக்க சந்த த்தஅவரதஇல்ல,நனஅவளவிட்டற்கசன்றரந்தனஅதனலநன மதங்களகக் சந்த ததஅவரதஇலல்
நம் நட்டன்நலத்தல்இரந்த கழகள்பறக்கறர்கள்என்றகற கறர்,நம நட்டனநலத்தலஇரந்த கழகளபற்ககறாகள்என்றகற் கறா
கயபவல்எட்ட வரடங்களக்கமன்ஒர மஷனல்அவன்இறந்தவட்டதகதகவல்வந்தத,கயபவல்எட்ட வரடங்களக்கமன்ஓர மஷனல்அவன்இறந்தவட்டதகதகவல்வந்தத
சீரமப்பசம்மவலசய்யவல்ல அதனல்அவர்எத வம்சய்யமடயவ ல்ல,ச்ரமப்பசமமவலசயயங்ல அதனலஅவாளத வமசயயம்டயவ லல
பட்டஉங்கள்மணப்பண்ணஒரமறமட்டமப ர்க்கவரம்பகற ர்,உங்களமணப்பணண்ஒரமறமட்டம்ப ாககவரமபகற ர
யரம்சர யனவர்இல்ல யனதரயம் தகதயனவர்களக்கவய்ப்பதரவன்,யரமசர யனவாஇல்ல யனதரயம் தகதயனவாகளககவயப்பதரவன
அவர் மக்களடயநல்லபயரப்பற்றள்ள ர் ஏழகள்அவரப் பற்றமக ந்தமரய தசலத்தகறர்கள் ஐய,அவா மக்களடயநல்லபயர்ப்பற்றள்ளா ஏழ்களஅவரப் பற்றம்க நதமரய தசலத்தகறாகள் ஐய
உரவக்கப்பட்டசப்பர்மனதஉணர்வகள மற்றம்ச ற்றச்சழல்ரடர்,உரவக்கப்பட்டசப்பாமனத்தணாவகள் மற்றம் சுற்ச்சழலர்டா
கரசர்ந்த மணந ரத்தற்கப்பறக கரக்கர்கள்ப கர்சய்யத்தடங்கனர்,கரசாந்த மணந ரத்தற்கப்பற்க கரக்காகள் காசயயதத்தடங்கனா
நன்நீங்கள்என்கழத அதஒட்டக்க ள்கன்றனவண்டம்அதனல் தன்,நனந்ங்கள்என்கழத அதஒட்டக்க ளகன்றனவண்டம் அதனல் தன்
எந்த நவலசரயரம்கலஞரம னடட்டஸ்க்ரன் தனதச ந்தநவல்களன்தடரவளக்கனர்,எந்த நவலசரயரமகலஞரம னட்டடஸ்கரன தனதச நதநவலகளனத்தரவளக்கனா
நட்டன்அன த்தபகத்தலரந்தம்மத்த கரப்பனத்தவர்டஎம்வநட்ஒர்கவந்தவட்டத,நட்டனஅன ததபகத்தலரர்தமமத்த கரப்பனத்தவாடஎமவநடவுகள் விட்டத
நம்த ய்வங்களஎங்களக்ககடக்கப ம்மகளடன் வளயடம்,5ம்க யுவங்கள் திக்கத்தடக்கப் மற்களடன் வள்யட்ட
பார் நான் ஒரு பெண் தோழி இல்லை நான் ஒரு குடும்ப இல்லை,பார் நான் ஒரு பெண் தோழி இல்லை நான் ஒரு குடும்ப இல்லை
நன்த ரத்தலரந்தகவனக்க என்றல் கடஒரபலீஸ்வகனம்உன்னடயததவர,நன்த ரத்தலரந்தகவனக்க என்றல் கடஒரபலீஸ்வகனம்உன்னடயததவர
பரங்கள் நன்என்ற சற்றஆடமடயம் மட்டப்படம்சய்யநயட்ரன்நட்சத்தரம்,் பரங்கள் நன்னற சற்றஆடமடயம் மட்டப்படம்சயயநயடரனநட்சததரம
அவரல்சரயனநரத்தல்என்னடம் டக்கட்டகளகடக்கமடயவல்ல,அவரலசரயனநரத்தல்என்னடம் டக்கட்டகளகடக்கம்டயவல்ல
அவர்கள் வண்டம் டல் அவர்கள்வண்டம் பரங்கள் அவர்கள்வண்டம்பணம்,அவாகள வண்டம் டல் அவாகளவண்டம் பரங்கள் அவாகளவண்டம்பணம
பவண்டகளக்கஒரபயணக்கம்பனக்க கட்டணத் தகபய ரக்க,பவண்டகளக்கஒரபயணக்கம்பனக்க கட்டணத் தகபய ரக்க
உங்கள் கட்சயல் எனதஅடயளம் உங்கள் மகள் என்றகட்டப்படத்தப்பட்டரக்கம்,உங்கள் கடசயல் எனதஅடயளம் உங்கள் மகள் என்றகட்டப்படத்தப்பட்டர்க்கம்
என் வயதனக லத்தல்உங்களப்பன்றவர்களநன்கவனத்தக்கள்ளமடயத,"என வயதன்க லத்தல்உங்களப்பனர்வாகள்,கிக்களையும் த"
அவங்கஓரரண்ட மதங்கள்அப்படதன்ஓட்ட ட்டஇரந்தங்க,அவங்கஓரரண்ட மதங்கள் அப்படதன்ஓட்ட ட்டஇரந்தங்க
அவள் கறகறள் அப்பவஇந்தவயத ல் தனயவட்டஎப்பட பவத,அவள கறகறள அப்பவஇந்தவயத ல தனயவட்டனப்பட பவத
கடந்த வரடங்களஎன்சந்தனஎல்லம் இதப்பத்தமட்டம்தன்இர ந்தத,கடநத வரடங்கள்ளனசந்தனஎலலம் இதப்பததமட்டமதனஇர நதத
இப்பதஇண யத்தல்உண்ம யனஅன்பக் கண்டபடக்கமடயவல்ல,இப்பதஇண யத்தல்உண்ம யனஅன்பக் கண்டபடக்கமடயவல்ல
அவரடயஇடத்தல்இப்ப தஎன்னடம னஸ்என்றஅழக்கறீர்கள்,அவரடயஇடத்தல்இப்ப தஎன்னடம னஸ்என்றஅழக்கறீர்கள்
அதனல நீஎனக்கசய்த அனப்பம் பதல்லம்சன்னபயன்ப லஓடறன்,அதனல நீஎனக்கசயத அனபபம் பதல்லமசன்னபயனப லஓடறன
மங்க்ஸ்க ழந்தகளக்கடத்தக்கட்டஇரப்பன் யரவதஅவன த்தடக்கமயற்சச ஞ்சலழய,மங்க்ஸ்க ழந்தகளக்கடத்தக்கட்டஇரப்பன் யரவதஅவன த்தடக்கமயற்சச ஞ்சலழய
எனவ ச ட்டர்ன்மீண்டம்சயல் படவண்டம் என்றக ழபரந்தரத்ததன்,எனவ ச ட்டான்ம்ணடமசயல படவண்டம என்றக ழபரநதரதததன
வபரங்களன்பட சந்தகத்தக்கஉரய நபர் ஒரச ம்பல்அல்லத,வபரங்களனபட சநதகததகக்கஉரய நபா ஒரச மபலஅலலத
உங்களப ன்றஅம்மஎழத்த க்கள்இதபன்றம ட்டள்தனங்கள்வசனங்கள்வலதசல்லவண்டம்,உங்களப் னறஅம்மஎழத்த க்களஇதபன்றம் ட்டள்தனங்கள்வலதசல்லவண்டம
யரம்இந்தமசக்கரன்எதரல் ஒரவ ர்த்தகடப சக் கடத,யரம்இந்தமசக்கரன்எதரல் ஒரவ ர்த்தகடப சக் கடத
எந்த மதரஊனம ற்றவரகநீங்கள் இரப்பீர்களனயச த்ததஉண்ட,எந்த மதரஊனம ற்றவரகநீங்கள் இரப்பீர்களனயச த்ததஉண்ட
எனவ நீங்கள்இரண்டகதல் பறவகள் தலமயல்தரவ ழவற்க,எனவ நீங்கள்இரண்டகதல் பறவகள் தலமயல்தரவ ழவற்க
உலகம் இதவரகண்டரதபரக்க ப்பன் ரஷ்யச ம்பலலரந்தஉயர்த்தழம்,உலகம் இதவர்கண்டரதபர்க்க பபன ரஷயச மபலலரந்தஉயாததழம
சர என்னல்அதகம்சமக்க மடயத ஆனல்ந ன்கடன்களஎடக்கதவயல்ல,சர என்னலஅதகமசமகக மடயத ஆனலந னகடனகளைடக்கதவயல்ல
வீழ்ச்சக்கப்பறக ஒரந கரகம்சம்பலல்இரந்தஉரவக,வீழ்ச்சக்கப்பறக ஒரந கரகம்சம்பலல்இரந்தஉரவக
பயமகஇரக்கறத ஆனல்அதகட்டஇன்னம்பீதயட யச்சய்தத,பயமகஇரக்கறத ஆனல்அதகட்டஇன்னம்பீதயட யச்சய்தத
நீங்கள் உங்கள் கண்களம டவண்டம்மற்றம்கடவள்மன்உட்கர்ந்ததீர்வஅல்ல,ந்ங்கள் உங்கள் கணகளம் டவண்டமமறறமகடவளமனஉடகாநததாவஅலல
பய்எதச்சம்பஎதச்சம்பண்ண லக்னக்கபய்கச்ச ங்க்எட,பயவதசசமப்பதசசமபணிண லகனககபயகசச ங்க்எட
அவள் என்னநீலபந்தகளல்கடக்க இன்றதர்ந்தடக்க றத,அவள் என்னநீலபந்தகளல்கடக்க இன்றதர்ந்தடக்க றத
மர்க்ம ல்இர க்கம்கலவழக்க நன்ப ர்த்தக்கறன்,மர்க்ம ல்இர க்கம்கலவழக்க நன்ப ர்த்தக்கறன்
நீங்கள் இரவரம்உண்மயல்பசவண்டம்என்றநனக்கற ன்,ந்ஙகள் இரவரமஉணமயலபசவணடமஎன்றநனக்கற ன
உங்கள் விஷயத்தில் ஒரு சிறிய விக்கல் அங்கு இருந்தது,உங்கள் விஷயத்தில் ஒரு சிறிய விக்கல் அங்கு இருந்தது
அதடஅவனகவனத்தகள்வதல் என் அப்பவம்உதவசய்வ ர்,அதடஅவனகவனத்தகளவதல் என அப்பவம்உதவசயவர்
எனவ ச த்தயக்கறகள்உள்ளன என்றநீங்கள் சல்கறீர்கள,எனவ ச ததயக்கறகள்உள்ளன என்றந்ங்கள் சல்கறிர்கள
ரபர்ட்ஒரகடக ரமட்டள் இரந்தத ஆனல்அவர்கடம அனபவக்கவல்ல,ரபாடஒரகடக ரமட்டள் இரந்தத் ஆனலஅவாகடம் அனபவக்கவலல
பட்ரயடக்கர்ட யன்ஸ் மற்றம் ரச்சவஸ்ரஸ ஸ்டன்ஸ்,ுயடக்காட யனஸ் மற்றம் ரசசவஸரஸ ஸ்டனஸ்
கறப்பகஅவள்தன்உன்னடன்எல்லத் தடர்பகளயம்தண்ட த்தவள்எனம்பத,கற்ப்பகஅவளதன்உன்னடன்லலத் தடாபகளயமதண்ட ததவள்ளனம்பத
அவர்கள் என் வயதல்இரந்தரந்தல் மதலளத்தவத்தற்கஎதரகபர டயரப்ப ர்கள்,அவாகள் என வயதல்இரந்தரந்தல் மதல்லத்தற்களதரகபர் டயரபப ாகள
கலஆய தம்மற்றம்தடயவயல்அறக்ககள என்னல்கயளம டயம்,
வடப்பகள் தப்பக்கச்சட மற்றம்க ச்சல்தடர்கறத,வட்பபகள் தப்பக்கச்ட மற்றம்க சசலத்தடாகறத்
இன்வசபள்மீண்டம்வலம்இல்ல யரடயநண்பனகஇரக்க வண்டமன்றஜபக்கவண்டம்,இன்வசபள்மீண்டம்வலம்இல்ல யரடயநண்பனகஇரக்க வண்டமன்றஜபக்கவண்டம்
எங்கநீங்கள்அவர்பன்னர்பய்வட்டதநனக்கறீர்கள்,எங்கந்துகள் அவாபனனாபயவட்டதர்ணக்கறாகள
வஷயங்கள்கஷ்டமகம்பத வழக்கமந ன்கட க்ககளம்படவன்,வஷ்யங்கள்க்ஷ்டம்கம்பத் வழக்கம்நீ னக்ட கக்களம்படவன்
நன் எழதம்படல்கள வறயர ம்கட்பதஎனக்கப் படக்கத,
க்கஎழ ந்தஎவ்வளவகரயம் சஞ்சமட க்கலம்னஉனக்கத்தரயம,கக்கழ் நதஎவவளவகரயம் சஞ்சமட ககலமன்உனககத்தரயம்
என் அத்தகள்ஆச்சரயப்பட்டனர் ஆனல்மகழ்ந்தனர்,என அத்தகள்ஆச்சரயப்பட்டனா ஆனலம்கழந்தனா
சீக்கரமகவந்தவ ட்டன் நன்பக்கத்தல்தன் இரந்தன்,சீக்கரமகவந்தவ ட்டன் நன்பக்கத்தல்தன் இரந்தன்
அம்மய ன தன் கட்டயத்தன்கல்களக்க இடயல்வத்தப் பதகக்கம்,அம்மய ன தன் கட்டயத்தன்கல்களக்க இடயல்வத்தப் பதகக்கம்
நீங்கள் அவனன்ப ற்றரடன் ஸ்கப்பல்பச சந்தீப்வரம்பகறன்,நங்கள அவனனப றறரடன ஸகபபல்பச சநத்பவரமபகறன்
அப்படச ய்த நீங்கஜஸ்க ர்சன டனய இரக்கலம் இல்லய,அப்படச ய்த நீங்கஜஸ்க ர்சன டனய இரக்கலம் இல்லய
நன்க ளர்கலத்தன்இறவன் என் தந்தத லவல்இரக்கறர்,நன்க ளர்கலத்தன்இறவன் என் தந்தத லவல்இரக்கறர்
நங்கள்உண்மயல்பயனப்படத்தல் கள்வகள்கட னமகவடம்,602 - ணம்புலப் யன்பட்டத்தல் களவகள்க்ட னமக்வட
உங்கள் எரச்சலட்டம்கரல யம்ஹரபரந்தகள்ள மடந்தல்என்னசய்வத,_ங்கள் எரச்சலட்டம்கரல் யம்ஹர்பரந்தகள்ள மடந்தல்என்னச்யவத
நீங்கள் கீழ்ப்படயம்பதகறந்தபட்சம்இப்பதநன்உங்களப் பரந்தகள்ளமடயம்,நீங்கள் கீழ்ப்படயம்பதகறந்தபட்சம்இப்பதநன்உங்களப் பரந்தகள்ளமடயம்
இப்பத ஸ்ட க்சரயன்மறந்தஎங்களவரதத்தமடப்ப ர்கள்உள்ளன,இப்பத ஸ்ட கசரயனமறந்தளங்களவரதததமடபப ாகளஉள்ளன
கடவளடஅழ க்ககழவவதபவம் ன எங்ககட்டச ல்றவர க்கம்,கடவளடஅழ கக்கழவவதபவம் ன எங்கதட்டச் லறவர் ககம
நன்அவரதக்கலடப்பட்டர்வண்டம்மகவம்வடகரணம ம்இல்ல,நன அவரதக்கலடப்பட்டாவண்டமமகவமவடகரணம மஇலல
என்னபடக்கவச்ச இந்தக ட்சட்மட்ட உன் மன்னடநற்கறன்பர,என்னபடக்கவச்ச இந்தக டசடமட்ட உன மனனடநற்கறனபர
அல்லது நான் சொல்ல விரும்புவது போல அது உன்னுடைய வேலை,அல்லது நான் சொல்ல விரும்புவது போல அது உன்னுடைய வேலை
உங்கள அனப்பறதக்கஎனக்கஎவ்வளவ கஷ்டமஇரக்கதரயம,உங்கள அனபபறதக்கன்க்கவுவளவ கஷடமஇஇரக்கதரயம
அலக்ஸ்ச ட்டன் அஜய்இரண்டபரம் கச்சயல்இரக்கங்கள,அலக்ஸ்ச ட்டன் அஜய்இரண்டபரம் கச்சயல்இரக்கங்கள
ஒரத ப்பறயம் கற்றவளகளக்கஇவ்வளவமசமனகண் எப்படஇரக்க ம்,ஒரத ப்பறயம் கற்றவளகளக்கஇவ்வளவமசமனகண் எப்படஇரக்க ம
வஷயம்என்னவன்றல் நன்உன்னவர வல் அவர்கள் மன்ந றத்தமட்டன்,வஷயம்என்னவன்றல் நன்உனனவர் வல அவாகள் மனந் றத்தமட்டன
இளஞர்களகயநீங்கள்உங்களக்கமட்டம்த ன் உலகல்ப ரச்சனஇரப்பதகநனக்கறீர்கள்,இளஞாகளகயந்துகளஉங்கள்க்கமட்டமத் ன் உலகல்ப ரசசனஇரபயத்தநனக்கற்கள
உங்களக்கஎன்னபத்த எதவம் தரயதன்னஏன்ஒத்தக்கமட்டறீங்க,உங்கள்க்கனனன்பத்த எதவம் தரயதன்னஏன் ஒத்தக்கமட்டறங்க
நம கழந்தகளமீட்டப்பறம்தன்நீ கறஸ்ட்மஸ்லண்ட்லநழயலம்,நம கழநதகளம்டடப்பறமதனந் கறஸட்மஸலணட்லநழயலம
ஒழக்கமற்றஅந்தசக க்கக நங்கள்மன்னப்பக்கட்க றம்,ஒழக்கமற்றஅந்தசக் கக்க நங்களமனன்ப்பக்கடக றம
உங்க ரண்டபர யம்பத்தக தலர்கள்என பரந்தக்கள்கறன்,உங்க ரணட்பர் யம்பதத்த தலாகள்ன பரந்தக்களகறன
மசஸ்கத சரயர்களடகட்டக்கதயன மசஸஅடப்படயகண்டத,மச்ஸ்கத் சரயாகள்டகட்டக்கதயன் மசஸ்அடப்படயகண்டச
அதேவேளை பிட்ஸ்பாட்ரிக் அந்த தொழில்நுட்பம்தான் ஒரே நம்பிக்கை,அதேவேளை பிட்ஸ்பாட்ரிக் அந்த தொழில்நுட்பம்தான் ஒரே நம்பிக்கை
ஏனன்றஉனக்கதரயம மட்டள்மகவம் டர்ட்டல்சக்தவய்ந்தஅட்ட,ஏன்னற்உனக்கதரயம் மட்டளம்கவம் டாட்டலச்கதவயந்தஅட்ட
வஷம்க டயத எங்கஅம்ம வங்கட்டவரச ன்னதன்பட்டல்ன,வஷமக டயத எங்கஅமம் வங்கட்டவரச னனதனபட்டலன
கமக்ஸ்த்தன்லநடக்கறபஹண்ட்தஸீன் இதப ன்றநறயவஷயங்கள்,கமகஸ்ததனலநடக்கற்பஹண்டதஸ்ன் இதப ன்றநறயவஷயங்கள
எனவந ம்அத ல்கஞ்சம்களர்ந்தநீரஊற்றஅணக்கல ம்,எனவந ம்அத ல்கஞ்சம்களா்ந்தநீரஊற்றஅணக்கல ம்
எனக்க இதநன் வவபர்த்தவர்களக்க அரகல்என்னகண்ட வந்தத,எனக்க இதநன் வவபாததவாகளகக அரகலஎனன்ணட வநதத
இத்தனந ள்உன்மர்க்கட்லஎன்பரண்ட் எண்ணய்மட்டம்தன் வற்ற ன்,இத்தனந ளஉனமாககடல்எனபரணட எண்ணயமட்டமதன வறற ன
ப அலங்கரம் மசகள்எல்லம் இரக்க அலங்கரம்இரந்தமயசக்கம்இரக்கம்,I அலங்கரம் மசகள்எல்லம் இரக்க அலங்கரம்இரந்தமயசக்கம்இரக்கம்
கணனடர ன்ஸ்கரப்ஷன்தரவஉரவ க்கப்பட்டத மழபயர்ப்பமற்ற ம்வசனவர கள்,கணனடர னஸ்கரபஷனதரவஊர்வ ககப்பட்டத மழபயாபயமற்ற மவசனவர கள
நீ என்னப கழ்ந்தபசக றய் உங்கள் நம்பக்கயடன் சர்,ந் என்னப் கழநதபசக றய உங்கள் நம்பக்கயடன் சா
ஸ்டர்ச ட்டயலள்ளநம்வண்வளவீரர்கள தடர்பகண்டம்,f I I  IIIலிள்ளிந்துண்டுள்ளவியாகவு  I'
ஆம ந ங்கஅந்தக்கட்டடத்தல்அத தறக்கறவரவலச ய்தஅனத்த,ஆம் ந ங்கஅந்தக்கட்டடத்தல்அத் தற்ககறவரவலச யதஅனதத
அதனல்ந ங்கள் அவனக்க பய்யனதகவல்களபலஆண்டகளக்கக்கடத்தம்,அதனலந ங்கள அவனக்க பயயனத்தவல்களபல்ஆண்டகளகக்கடத்தம்
ரம ஸ்பறப்பற்றஇன்னர கரடபட்டயட்டதல்நறத்தனன்,ரம ஸபறப்பறறஇனனர கரடபடடயட்டதல்நறத்தனன்
நன்கண்டபல்ல கீழஉள்ளஒர பழய சங்கழத்தக்சலன்உள்ள டக்சஸ்,நன்கண்டபல்ல கீழஉள்ளஒர பழய சங்கழதத்தசலன்உள்ள டகசுஸ
நன்இறந்தவட்டதகநனத்ததகசன்னவன் தரயல்கடந்தஇறந்த கண்டரந்தன்,நன்இறந்தவட்டதகநனத்ததகசன்னவன் தரயல்கடந்தஇறந்த கண்டர்ந்தன்
இந்த அயக்கயர்கள்கஷ்மீர இந்தயவன்மகடம்என்கற ர்கள்,இந்த அயக்கயர்கள்கஷ்மீர இந்தயவன்மகடம்என்கற ர்கள்
இப்பதநம் கரணம்இப்பதந ம்தடர்பக ள்ளல ம் எங்கவதபறவத,இப்பதநம் கரணம்இப்பதந ம்தடர்பக ள்ளல ம் எங்கவதபறவத
சஜத்தக்கநம் பரள யரன்ன தரயமல்இரப்பததன்பரச்சன,சஜததககநம பரள யரனன தரயமலஇரபபததன்பரசசன
எனக்கஇதபற்றதரயத நீங்கள் என்னடம்ச ல்லயரக்கறீர்கள் நீங்கள் ஏதவதசல்லயரக்கலம்,எனக்கஇதபற்றதரயத நீங்கள் என்னடம்ச ல்லயரக்கறீர்கள் நீங்கள் ஏதவதசல்லயரக்கலம்
