reference,generated
உன்னம ல்லபர்த்தஅதகணத்தல் ஏன் அவ எனக்கநீங்கஅழ தகட்ட,உன்னம
அதஎங்களதஉடல ன்ஒவ்வ ரதவரத்த லம் ஒவ்வரசரப்பயள்ளம்இரக்கறத,அதஎங்களதஉடல ன்ஒவ்வ ரதவரத்த லம் ஒவ்வரசரப்பயள்ளம்வரக்கறத
நகப ரட்டம்அங்க ஒரநட்டல் ஏன் ஒரஜனதபதஅதசய்யமடய த,நகப ரட்டம்அங்க ஒரநட்டல் ஏன் ஒரஜனதபதஅதசய்யமடயத
வரந ட்களல்கதஎழதவத ம் வரஇறதயல் தகவல்களச்ச கரப்பதமகஇரந்த ன்,வரந ட்களல்கதஎழதவதம் வரஇறதயல் தகவல்களச்ச கரப்பதமகவரந்த ன்
அந்த மனதன்தன்மன வயன் ககளப்பட த்தக்கண்டர க்கறன்,அந்த மனதன்தன்மன வயன் ககளப்படத்தக்கண்டரக்கறன்
நீ மரட்டத்தனமஎன்னடஉறவவ என நயன்கற அணந்ததபலரக்க,நீ மரட்டத்தனமஎன்னடஉறவவ எனநயன்கற அணந்ததபலரக்க
உங்கள் உயிர் பொறிக்கும் முட்டைகளும் இதற்க்கு தயாராகவில்லை,உங்கள் உயிர் பொறிக்கும் முட்டைகளும் இதற்க்கு தயாராகவில்லை
ஆனல் எனக்ககஞ்சம்இடம்வ ண்டம் தயவச ய்த எல்லரம்நகரங்கள்,ஆனல் எனக்ககஞ்சம்இடம்வ ண்டம் தயவச ய்த எல்லரம்நகரங்கள்
இரண்டவத அவரடமரந்தபறக்கபட்ட பவண்டக்கனவரச ரம,இரண்டவத அவரடமரந்தபறக்கபட்ட பவண்டக்கனவரச ரம
ஒரத கப்பகடத்தத நன்உங்கள்வட்டண்டதலயல் வத்தஎங்க,ஒரத கப்பகடத்தத நன்உங்கள்வட்டண்டதலயல் வத்தஎங்க
சர் ல ப்டனன்ட்கர்னல்ஹக்டன டம் இரந்தஒர சய்தவந்தள்ளத,சர் ல
அம்ம மன்னக்கவம் ஆனல் உங்கள் கரடட்கர்டம்கரம்கடனககடக்க ம,அம்ம மன்னக்கவம் ஆனல் உங்கள் கரடட்கர்டம்கரம்கடனககடக்க ம
அவர் அதை நேரத்தோடு எடுத்து இல்லை என்றால் யாராவது உடல்நிலை சரியில்லாமல் இருக்கலாம்,அவர் அதை நேரத்தோடு எடுத்து இல்லை என்றால் யாராவது உடல்நிலை சரியில்லாமல் இருக்கலாம்
எண்ணய்வ லவப்பத்தசமீபத்தயஅதகரப்பகவலதரவத்தர்,எண்ணய்வ லவப்பத்தசமீபத்தயஅதகரப்பகவலதரவத்தர்
நீ என்னப்பற்றகனவகண்ட அதமக்கள் பர்க்கப்ப றங்கன்ன சறப்பக்கவம்,நீ என்னப்பற்றகனவகண்ட அதமக்கள் பர்க்கப்ப றங்கன்ன சறப்பக்கவம்
எங்கட்டஎல்லரக்கம்வத்தயம் பர்க்கப தமனமரந்தகள்இல்ல,எங்கட்டஎல்லரக்கம்வத்தயம் பர்க்கப தமனமரந்தகள்இல்ல
உன்னவ ட்டவலக சத்த யம்சய்தன் ஆனல்ஏன்என்றதரயவல்ல,உன்னவ ட்டவலக சத்த யம்சய்தன் ஆனல்ஏன்என்றதரயவல்ல
நங்கள்உங்களஇழந்தவட்டல் எல்லவற்றயம்இழக்கறம்,நங்கள்உங்களஇழந்தவட்டல் எல்லவற்றயம்இழக்கறம்
அவர்கள் உங்கள் மக்கஇழந்தரக்கறர்கள் ஆனல்இவஅனத்தம் எனபயங்கரமனஇல்லஎன்றர்,அவர்கள் உங்கள் மக்க
நம்எந்தஉணவ எந்தவரவரபடகடத்தவட்டத நம்அட்டவணஅதகமகஇரக்கம்,நம்எந்தஉணவ எந்தவரவரபடகடத்தவட்டத நம்அட்டவணஅதகமகஇரக்கம்
அத ப லயபகர்பவங்களக்கஅனப்ப யரன்னகண்டபடத்தன் னசல்ல,அத ப லயபகர்பவங்களக்கஅனப்ப யரன்னகண்டபடத்தன் னசல்ல
ஆதமக்கநீங்கள்எவ்வ றஉதவசய்தீர்கள்என்றபரங்கள்,ஆதமக்கநீங்கள்எவ்வ றஉதவசய்தீர்கள்என்றபரங்கள்
வறசல சமயங்களல் மற்றலம்எட்டமடயதவரகஇரக்கறர்,வறசல சமயங்களல் மற்றலம்எட்டமடயதவரகஇரக்கறர்
நீங்கள் சந்தஷமகஇல்லஎன்றல் நங்கள்க ட்பஇங்க சல்ல,நீங்கள் சந்தஷமகஇல்லஎன்றல் நங்கள்க ட்பஇங்க சல்ல
அவள் பணக்கரவ ளநட்டஇந்தயர் பவண்டகளல்சம்பதக்கறள்,அவள் பணக்கரவ ளநட்டஇந்தயர் பவண்டகளல்சம்பதக்கறள்
என்றலம் அத அர்த்தம்என்ற அங்கச ல்ல அவர்கள் வரம்பவல்ல,என்றலம் அத அர்த்தம்என்ற அங்கச ல்ல அவர்கள் வரம்பவல்ல
நன்நத்தலயஇன்றரவஎன்னடன் வீட்டற்கஅழ த்தசல்க றன்,நன்நத்தலயஇன்றரவஎன்னடன் வீட்டற்கஅழ த்தசல்க றன்
கறந்தபட்சம்அத த்தன் உனக்கநீயசல்லக்கள்கறய்,கறந்தபட்சம்அதத்தன் உனக்கநீயசல்லக்கள்கறய்
நீ தரமணம்சய்தகள்வதற்க மன்என்னடம்கட்கவண்டம்,நீதரமணம்சய்தகள்வதற்க மன்என்னடம்கட்கவண்டம்
இப்போது எங்கள் இளைய மகளின் திருமணத்திற்கு தடையாக இல்லை இல்லை,இப்போது எங்கள் இளைய மகளின் திருமணத்திற்கு தடையாக இல்லை இல்லை
அதனல் என்னல்தன் சறயஒன்றஉரவக்கங்கள் பறக்க பன்ற,அதனல் என்னல்தன் சறயஒன்றஉரவக்கங்கள் பறக்க பன்ற
நன்எதர்கள்வதசமளக்கமடயமஎன தரயலஆனல்மயற்ச சய்கறன்,நன்எதர்கள்வதசமளக்கமடயமஎனதரயலஆனல்மயற்ச சய்கறன்
மற்றவர்கள் நனப்பதஅல்லதஉணர்வத பரந்தகள்ளம்ஆசஎல்லரக்கம்உண்ட,மற்றவர்கள் நனப்பதஅல்லதஉணர்வத பரந்தகள்ளம்ஆசஎல்லரக்கம்உண்ட
நீங்கள் எதகவனத்தக்கண்ட ரக்கறீர்கள்என்றநனக்கறீர்கள் இந்த அறயல்என்னநனக்கறய,நீங்கள் எதகவனத்தக்கண்டரக்கறீர்கள்என்றநனக்கறீர்கள் இந்த அறயல்என்னநனக்கறய
நன்ஜ ய்ம்லன னர்லர்ட் ஸ்டர்க்கதக்கனன் கங்ல ண்டங்தரக்களல்,நன்ஜ ய்ம்லனனர்லர்ட் ஸ்டர்க்கதக்கனன் கங்ல ண்டங்தரக்களல்
நீங்கள் பர்க்கவ லநம் சய்ய சக்கல னதகஇரக்கறத,நீங்கள் பர்க்கவ லநம் சய்ய சக்கல னதகஇரக்கறத
என் சமயல்கரர்ஒப்பீட்டளவல் இந்த பரந்தயத்தற்கபதயத,என்
தட்டஎப்படஇரக்கறதஎன்ற பர்ப்பதபயனளக்கமஎன்றஅவரடம்கள,தட்டஎப்படஇரக்கறதஎன்ற பர்ப்பதபயனளக்கமஎன்றஅவரடம்கள
இப்பத உள்ளர்வசகளம்அரசங்க அதகரகளம்கழப்பத்தல்உள்ளனர்,இப்பத உள்ளர்வசகளம்அரசங்க அதகரகளம்கழப்பத்தல்உள்ளனர்
நீ கஞ்சம்ப றமயகஇரப்ப ய் என்றந னத்தன் தரயம,நீ கஞ்சம்ப றமயகவரப்பய் என்றந னத்தன்தரயம
நம்ப ரச்சனதரய ம் நங்கள் உங்களக்கபணம்இல்லதர யம்,நம்ப ரச்சனதரயம் நங்கள் உங்களக்கபணம்இல்லதரயம்
நன்இறவன்தன் என்ற நன்நன க்கவ ல்ல இப்பதயர ம்இல்ல பட்ரக்,நன்இறவன்தன் என்ற நன்நனக்கவ ல்ல
பன்னர்வ ளயசன்றத நமடங்கள்கழ த்த தடடஸ்பர ட்ல,பன்னர்வ
ஒரசடலத்தன்பகப்படம்அனப்பன ல் அவர்கள் தீவரமகஇர ப்பதபலஅத கட்டம்,ஒரசடலத்தன்பகப்படம்அனப்பனல் அவர்கள்தீவரமகஇர ப்பதபலஅத கட்டம்
நன்ப கறன்பழக்க னர்நீங்கள் ஒவ்வரவர ம்இரக்கறன்,நன்ப கறன்பழக்க னர்நீங்கள் ஒவ்வரவர ம்இரக்கறன்
ஒரம த்தஅற ஆண்கள்மழவத ம் இந்த கட்டயப்பத்தபசனங்கள,ஒரம த்தஅற ஆண்கள்மழவதம் இந்த கட்டயப்பத்தபசனங்கள
அவர் என் மமனர் ஆன ல் இப்பதமல பண்ண யல்இரக்கற ர்,அவர் என் மமனர் ஆனல் இப்பதமல பண்ண
இங்கஎந்தப்பரச்சனயம்இல்ல எனச் சல்லங்கள் சர ய,ங்கஎந்தப்பரச்சனயம்இல்ல எனச் சல்லங்கள் சர ய
பறக மகவம்அழககஇரக்கம்பட தலமடயவட்ட யரக்கறய்,பறக மகவம்அழககஇரக்கம்படதலமடயவட்ட யரக்கறய்
அந்த மபரம்சக்கரத்தன்மலம்மட்டமஅத ஒரஜட்சவ கஇர க்க ம்,அந்த மபரம்சக்கரத்தன்மலம்மட்டமஅத ஒரஜட்சவ கஇரக்கம்
இத இப்பகடஉங்க மக்களக்கஅவர்அஞ்ச மல்லயன்அம ரக்கடலர்கள்ஆஃப்பர்தந்தரம்,இத இப்பகடஉங்க மக்களக்கஅவர்அஞ்ச மல்லயன்அம ரக்கடலர்கள்ஆஃப்பர்தந்தரம்
வரஷத்தல்மன்றகலகளவ த்த ஆர்வத்தநீட்டப்பதகஷ்டம்,வரஷத்தல்மன்றகலகளவத்த ஆர்வத்தநீட்டப்பதகஷ்டம்
எத ர்க்கட்சத்தலவர அவரக்கஇதயஅறவ சகச்ச மடந்தவந்தவட்டத,எத ர்க்கட்சத்தலவர அவரக்கஇதயஅறவ சகச்ச மடந்தவந்தவட்டத
அவள் எச் உடன் எம்ப்ரய்டரசய்யப்பட்டமஞ்சள்பயசமந்தகண்டரந்தள்,அவள் எச் உடன் எம்ப்ரய்டரசய்யப்பட்டமஞ்சள்பயசமந்தகண்டரந்தள்
இதபன்றஒர இரவ நம்க ண்டர க்கலம்என்றஉண்மய ன்கரணமகஇரக்கலம்,இதபன்றஔர இரவ நம்க ண்டரக்கலம்என்றஉண்மய ன்கரணமகஇரக்கலம்
அவள் இங்கஇரக்கறள்பண்கள்மற்றம்ஆண்களடயஇயங்கக்கண்டர க்கம்மற்றம்நரல்,அவள் இங்கஇரக்கறள்பண்கள்மற்றம்ஆண்களடயஇயங்கக்கண்டரக்கம்மற்றம்நரல்
வரவல்வர்த்ததரத்தம் இரந்ததமனதன்அவட்ஆனர்பன்ற ம ரண்பட கள்கர மலம்சன்றர்,வரவல்வர்த்ததரத்தம் இரந்ததமனதன்அவட்ஆனர்பன்ற ம ரண்பட கள்கர மலம்சன்றர்
மற்றம்இந்தபள்ளயல்இரந்தஎன்றசய்தப ன்தளவ கசய்ய,மற்றம்இந்தபள்ளயல்இரந்தஎன்றசய்தப ன்தளவ கசய்ய
ஆனல்ந மஅவங்களதரம்பவம் சம்பயன்ஷப்பல்சந்த ப்பம்,ஆனல்ந மஅவங்களதரம்பவம் சம்பயன்ஷப்பல்சந்த ப்பம்
உங்கள் நண்பர் இங்கப றகறர்வரநீங்கள் இரக்கமட யம்,உங்கள் நண்பர் இங்கப றகறர்வரநீங்கள் இரக்கமடயம்
ஒர தறய ல்இரக்கற ய்என்றல் பணம் சம்பதக்கவண்டம்,ஒரதறய ல்இரக்கற ய்என்றல் பணம் சம்பதக்கவண்டம்
எப்படயரந்தலம் ஒரவன்மறநகழ்வநடந்தத இரட்சப்பஇல்ல,எப்படயரந்தலம் ஒரவன்மறநகழ்வநடந்தத இரட்சப்பஇல்ல
இந்த கழந்தகள்வழக்கமகஒன்பத மதங்களல்பறக்கமல்,இந்த கழந்தகள்வழக்கமகஒன்பத மதங்களல்பறக்கமல்
நீங்கள் இறக்கமனசறப்பகதக்கவ ப்பனசலந்தகரங்க,நீங்கள் இறக்கமனசறப்பகதக்கவ ப்பனசலந்தகரங்க
நான் சுத்தம் செய்ய துப்பாக்கிகள் கிடைத்துள்ளது,நான் சுத்தம் செய்யதுப்பாக்கிகள் கிடைத்துள்ளது
நவஎன்கக்கீதண்டகளதன்றபத நீங்க சன்னீங்க இதகட்கவண்ட ம்,நவஎன்கக்கீதண்டகளதன்றபத நீங்க சன்னீங்க இதகட்கவண்டம்
வங்கவந்த எண்ட்கம் லஅவர பரங்க அப்படீன்னங்க,வங்கவந்த எண்ட்கம் லஅவர பரங்க அப்படீன்னங்க
இன்னம்ச ர்ஜ்எப்பதசய்வத என்ற எங்களல்சரயகயகக்கமடயவல்ல,ன்னம்ச ர்ஜ்எப்பதசய்வத என்ற எங்களல்சரயகயகக்கமடயவல்ல
பன்றகள்ப ல்நடப்பலரந்தஅவர்களநறத்தப்படம் என்றஒரவஷயம்,பன்றகள்ப ல்நடப்பலரந்தஅவர்களநறத்தப்படம் என்றஒரவஷயம்
நன்றாக திரு தான் ஆனால் நீங்கள் சட்டபூர்வமாக பணியாற்றினார்,நன்றாக திரு தான் ஆனால் நீங்கள் சட்டபூர்வமாக பணியாற்றினார்
மயரக்கஎன்னநடந்ததஎன்ற கண்டபடக்கநன் உங்களக்கஉதவவன்,மயரக்கஎன்னநடந்ததஎன்ற கண்டபடக்கநன் உங்களக்கஉதவவன்
சல்லவத்ததபல என்தனப்பட்ட சவகர்க டதட்டமடமடயதத பல,சல்லவத்ததபல என்தனப்பட்ட சவகர்க டதட்டமடமடயதத பல
அதனல்த ன்ஒர மகள ர்மரத்தவரடம் அப்பயன்மன்ட்வங்கவந்தரக்கறன்,அதனல்த ன்ஒர மகளர்மரத்தவரடம் அப்பயன்மன்ட்வங்கவந்தரக்கறன்
ஆனல்ப்ளீஸ் எல்லவற்றயம் நகழ்ச்சக்கபறக கறலம்,ஆனல்ப்ளீஸ் எல்லவற்றயம் நகழ்ச்சக்கபறக கறலம்
எனவந ம்அத நம்பலம் ஆதரமகவத்தரக்கஅவர்தனதஆடகள கழற்றனர்,எனவந ம்அத நம்பலம் ஆதரமகவத்தரக்கஅவர்தனதஆடகள கழற்றனர்
அவள் என்னஆங்கயர்நம்மவடவத்தக்கள்ளஉதவவண்டம்,அவள் என்னஆங்கயர்நம்மவடவத்தக்கள்ளஉதவவண்டம்
ரண்டலட்சத்தமப்பதயரம் மணவர்கள்தற்கலபண்ண இரக்க ங்க,ரண்டலட்சத்தமப்பதயரம் மணவர்கள்தற்கலபண்ணஇரக்க ங்க
இடத்தம ற்றனல்நன்எதயமறப்பத பலஇரக்கம் அப்படஎதவம்இல்ல,இடத்தம ற்றனல்நன்எதயமறப்பத பலஇரக்கம் அப்படஎதவம்இல்ல
இரணவம்தனதபலத்தகட்டஎத ரய மரட்டம்வர ப்பத்தமறக்கவல்ல,இரணவம்தனதபலத்தகட்டஎத ரய மரட்டம்வர ப்பத்தமறக்கவல்ல
மன்னக்கவம் நன்வரந்தவதல்ல கல்ச ட்டக்கட்டஇரந்தத,மன்னக்கவம் நன்வரந்தவதல்ல கல்ச ட்டக்கட்டஇரந்தத
இந்த நீரடஎலகள்ஒன்றநீங்கள் பயணப்பதற்ககவரகறம்,இந்த நீரடஎலகள்ஒன்றநீங்கள் பயணப்பதற்ககவரகறம்
நீங்கள் சட்டப்படவ கனத்த நறத்தவண்டயஇரக்க ம்,நீங்கள் சட்டப்படவ கனத்த நறத்தவண்டயவரக்கம்
அதற்கபதலக பறப்பதற்கரணவண்ட த்தனீகளக்கதவ யனதனஇந்த,அதற்கபதலக பறப்பதற்கரணவண்டத்தனீகளக்கதவ யனதனஇந்த
நம்ஒண்ணசய்ததநீவரந்தவன்ன நனத்தப்பர்க்கவபடக்கல,நம்ஒண்ணசய்ததநீவரந்தவன்ன நனத்தப்பர்க்கவபடக்கல
இத நம்பனஉங்கவழ்க்கல நீங்க நறயஅத சயங்களபர்ப்பீங்க,இத நம்பனஉங்கவழ்க்கல நீங்க நறயஅத சயங்களபர்ப்பீங்க
கப்பல் தளத்தன்ப ன்னமனதனன்உயரத்த ற்க ஏற்ப இரட்டஸ்டீயரங்வீல்இரந்தன,கப்பல் தளத்தன்ப ன்னமனதனன்உயரத்த ற்க ஏற்ப இரட்டஸ்டீயரங்வீல்இரந்தன
அவரதகதகள் பத்தகங்கள்பன்றவ இன்னம்இரப்பதகவதந்தகள்உள்ளன,அவரதகதகள் பத்தகங்கள்பன்றவ இன்னம்வரப்பதகவதந்தகள்உள்ளன
நன்என்தர்வகளபற்றபச னன் ஏன்னஎனக்கதர்வகள்இரக்க,நன்என்தர்வகளபற்றபச னன் ஏன்னஎனக்கதர்வகள்இரக்க
நீங்கள் பர்க்க உடல்இர க்கமடய ம் பலப்படத்தஒர பட்டம்,நீங்கள் பர்க்க உடல்இரக்கமடயம் பலப்படத்தஔர பட்டம்
அவர் வளயஅவரதபக்கஒரமதயம்ப ரயணம்சய்தக ண்டரந்தன்,அவர் வளயஅவரதபக்கஒரமதயம்ப ரயணம்சய்தக ண்டரந்தன்
அவர் பதகக்கஆணய ட்டர் ஸ்டர்க்ப ண்கள் அதனல்,அவர் பதகக்கஆணயட்டர் ஸ்டர்க்ப ண்கள் அதனல்
அவளக்ககட க்கலன்ன நங்க கசப்பனவயதனதம்பதயவம்,அவளக்ககடக்கலன்னநங்க கசப்பனவயதனதம்பதயவம்
ஐய நீங்கள்பறவக்கவனத்த கடங்கள் அத நச்சயமகபறக்கம்,ஐய நீங்கள்பறவக்கவனத்த கடங்கள் அத நச்சயமகபறக்கம்
அமரக்கர்களடஉயர்களஎல்லவத அச்சறத்தல்கள்லஇர ந்தம்பதகப்பத,அமரக்கர்களடஉயர்களஎல்லவத அச்சறத்தல்கள்லவரந்தம்பதகப்பத
ஆயரம்ஆண்டகளக்கமன்பஅண்டர்டக்எனக்கநனவரக்கறத,ஆயரம்ஆண்டகளக்கமன்பஅண்டர்டக்எனக்கநனவரக்கறத
உங்க நண்பர்களக்கல்லம்வரவ ரந்தஇரண்ட ஏ நலதர்வத்தள்கள க்கடத்த,உங்க நண்பர்களக்கல்லம்வரவ ரந்தஇரண்ட ஏ நலதர்வத்தள்களக்கடத்த
ஏனன்றல்அவர்கள்இரவரம்சங்கப்பர்தரம்பகறர்கள்,ஏனன்றல்அவர்கள்இரவரம்சங்கப்பர்தரம்பகறர்கள்
ஆமம் ஆனல்அதம கவம்வடக்கயக இரக்கறத நம்அதசய்தல்,ஆமம் ஆனல்அதம கவம்வடக்கயக இரக்கறத நம்அதசய்தல்
அவளடம்ப ய்சல்வதசலநட்கள்அவளகயப்பட த்தக்கடம்,அவளடம்ப ய்சல்வதசலநட்கள்அவளகயப்படத்தக்கடம்
நங்கள்சர்ந்த நல்ல இரவஉணவசப்படலம்எனமயற்ச க்கறம்,நங்கள்சர்ந்த நல்ல இரவஉணவசப்படலம்எனமயற்ச க்கறம்
தவறகப்பயன்படத்தம்யரயம் சந்தக்கமல்இர ப்பதகவத்த க்கள்வம்,தவறகப்பயன்படத்தம்யரயம் சந்தக்கமல்இர ப்பதகவத்த க்கள்வம்
இன்றரவநடப்பதப்பறத்ததன் நன் அதற்கனமனநலயல்இரக்க றனஎனத்தரயம்,ன்றரவநடப்பதப்பறத்ததன்
பனவரடம்இங்கஒரமல்லயனக்கம்மல் பட்டக்கள்இர ந்தன,பனவரடம்இங்கஒரமல்லயனக்கம்மல் பட்டக்கள்வரந்தன
கடந்த அரவரடத்தற்கள்கட்பர்எண்ணக்க ஐதண்டவல்ல,கடந்த அரவரடத்தற்கள்கட்பர்எண்ணக்க ஐதண்டவல்ல
நமக்கதீங்கசய்யநனக்க ம் சக்தகள்இந்தஉலகல்எப்ப தம்இரக்கம்,நமக்கதீங்கசய்யநனக்கம் சக்தகள்இந்தஉலகல்எப்ப தம்வரக்கம்
தஹசபதனயத ட்டத்தல்எங்கள் கட்டளர்களடன்வடவமக்கப்பட்டத,தஹசபதனயத ட்டத்தல்எங்கள் கட்டளர்களடன்வடவமக்கப்பட்டத
பம்மரய ல்பழத பக்களரக இரப்பதன்மகழ்ச்சயஇப்பட வவரப்ப ர்,பம்மரய ல்பழத பக்களரக இரப்பதன்மகழ்ச்சயஇப்பட வவரப்ப ர்
எனக்கத்த ரயம்உனக்க அழத்தத்தற்கம் பண்ணற்கம்வத்தயசம்தரயம்ன,எனக்கத்த ரயம்உனக்க அழத்தத்தற்கம் பண்ணற்கம்வத்தயசம்தரயம்ன
மயற்சசய்வதல்என்னஇரக்கறத இந்த இடத்தல்ஒரரகச யத்தவத்தர ங்கள்,மயற்சசய்வதல்என்னவரக்கறத இந்த இடத்தல்ஒரரகச யத்தவத்தரங்கள்
பர் அந்தகவலரடம்எச்சல்தப்பவதற்கன பஞ்சஉள்ளத,பர் அந்தகவலரடம்எச்சல்தப்பவதற்கன பஞ்சஉள்ளத
ஒவ்வரநபர ன்இறங்கம்நற்ற இரண்டஆண்டகளகபதமன வழ்க்கஆதரக்கம்என்பதகறப்படத்தக்கத,ஒவ்வரநபர ன்இறங்கம்நற்ற இரண்டஆண்டகளகபதமன வழ்க்கஆதரக்கம்என்பதகறப்படத்தக்கத
சன்சஇல்லமல் நீங்கள்இல்ல ஒரவ ரசஉரவக்கமடயம்,சன்சஇல்லமல் நீங்கள்இல்ல ஒரவ ரசஉரவக்கமடயம்
கப்டன்ம டயம் நம் இந்த இரண்டச றவர்கள்கவன த்த,கப்டன்மடயம்
அவர் கடசமண த்தளகளஉன் கசப்பனல்நற த்தவட்டய்,அவர் கடசமணத்தளகளஉன் கசப்பனல்நற த்தவட்டய்
அப்ப எங்களக்க ப ர ஞ்சத எங்கபள்ளய சத்த கமஆரத்தக்கள்ள,அப்ப எங்களக்க பர ஞ்சத எங்கபள்ளய சத்த கமஆரத்தக்கள்ள
நீங்கள் வீட்டக்கவர வண்டமன்றல் என் கயஅழ த்தங்கள்,நீங்கள் வீட்டக்கவர வண்டமன்றல் என் கயஅழத்தங்கள்
நன்அதவறம ழயல் சன்னல் எனக்கக்கடதல்மதப்பகட க்கம்,நன்அதவறம ழயல் சன்னல் எனக்கக்கடதல்மதப்பகடக்கம்
எனக்கப டத்தஈல் இடத்தலரந்தவந்தபண்என்றநீங்கள் சல்கறீர்கள்,எனக்கப டத்தால் இடத்தலரந்தவந்தபண்என்றநீங்கள் சல்கறீர்கள்
நன்றகந ன்சல்கறன் உங்கள க்கதரயம் படக்கவல்ல,நன்றகந ன்சல்கறன் உங்களக்கதரயம் படக்கவல்ல
நன்என்வழ்க்கய ல்ச லகட்டதயப்பணர்பவர்கள்சந்தத்த,நன்என்வழ்க்கய ல்ச லகட்டதயப்பணர்பவர்கள்சந்தத்த
பரங்க அவன்கடக்கதவரக்கம்தன் தர்தல்லப ட்டயடறவட்பளர்மதர,பரங்க அவன்கடக்கதவரக்கம்தன்தர்தல்லப ட்டயடறவட்பளர்மதர
ரப்டரன்டம ர்டரசன்மனச்சர்வன்வீச்சகறத்த மனம்தறக்கறர்,ரப்டரன்டம ர்டரசன்மனச்சர்வன்வீச்சகறத்த மனம்தறக்கறர்
மற்றும் கண்ணாடி துண்டுகள் தனது முதுகில் மாட்டி,மற்றும் கண்ணாடிதுண்டுகள்தனது
வறஏதம்வட த்ததபற்ற ஆரயவ ண்டமனல்என்னடம்கறங்கள்,வறஏதம்வடத்ததபற்ற ஆரயவ ண்டமனல்என்னடம்கறங்கள்
த மஜக்ஹவர்கரன க்கல்அதநம்பவதற்கக்கரணம்இரக்க,த மஜக்ஹவர்கரனக்கல்அதநம்பவதற்கக்கரணம்இரக்க
அவர் பணஓய்வபற்றதனக்க வமனமக்கனக்ககபணயற்றக றர்,அவர் பணஓய்வபற்றதனக்க வமனமக்கனக்ககபணயற்றக
ஆனஇன்னம்எத்தனதப்பக்ககண்டகள தவர்க்கம டயம்னதரயல,ஆனஇன்னம்எத்தனதப்பக்ககண்டகளதவர்க்கம டயம்னதரயல
பரட்டீஷ்ஏர்வஸ்பளட் ப எக்ஸ்வரக யஅறவக்க றம்,பரட்டீஷ்ஏர்வஸ்பளட் ப எக்ஸ்வரக யஅறவக்க
ஜரயசன்சய் நீங்கள்எப்படஅவற்றவரவக மடவக்க க்கண்டவரவீர்கள்,ஜரயசன்சய் நீங்கள்எப்படஅவற்றவரவக மடவக்க க்கண்டவரவீர்கள்
அவவளரம்மறய மம்படத்த வறவழ யக்கண்ட படப்ப ர்கள்,அவவளரம்மறய மம்படத்த வறவழ யக்கண்ட படப்ப ர்கள்
நீங்கள் அங்கஒரதல் கட்டக்கஅதவளர்ந்த வட்டன்என்ற,நீங்கள் அங்கஒரதல் கட்டக்கஅதவளர்ந்த வட்டன்என்ற
ஆனல்ந ன்வழ்ந்தல் நன்இரண்டககளயம்உடக்கவண்டம்,ஆனல்ந ன்வழ்ந்தல் நன்இரண்டககளயம்உடக்கவண்டம்
இந்த வீட்டலயஒரகர்ப்பணபக்ஸ் வசக்கபகல டம்கடத்த ரக்கர்ன்ற,இந்த வீட்டலயஒரகர்ப்பணபக்ஸ் வசக்கபகல டம்கடத்த ரக்கர்ன்ற
அவர் மகவம்மக ழ்ச்சயகஇரக்க றர் அவர்களத ரம்பபற,அவர் மகவம்மக ழ்ச்சயகஇரக்க றர் அவர்களத ரம்பபற
என் அறக்கயல்சல்லவரந்தன் இப்பத நீங்களஅவனவலய வட்டநீக்கவண்ட ம்,என்
அவளக்கத்தக தயனஅப்பவ டஅவஇரக்க ன்ன ஆறதல் அடவன்னநம்பறன்,அவளக்கத்தக தயனஅப்பவ டஅவஇரக்க ன்னஆறதல் அடவன்னநம்பறன்
சவசக்கம்கறகல க சர நீங்கள்தங்கம்இங்க வழமடயத,சவசக்கம்கறகல க சர நீங்கள்தங்கம்இங்க வழமடயத
ரம்பத றமசலயன வயச த்தண்டயநட க ஒரதனயஇரக்கம்தயஆகட்ட ள்,ரம்பத றமசலயன வயச த்தண்டயநடக ஒரதனயஇரக்கம்தயஆகட்டள்
நீ பர்ப்பதவட இன்னம் வழத்தரப்பய்எனநன்பகற ன்,நீ பர்ப்பதவட இன்னம் வழத்தரப்பய்எனநன்பகறன்
பதட்டத்தலஓடயரக்கலம் மனமண நரத்தலநதனமய ரக்கலம்,பதட்டத்தலஓடயரக்கலம் மனமண நரத்தலநதனமய ரக்கலம்
இந்த சய்தஅன வரக்கம் ஏமற்றமகஇர க்கக்கடம்எனதரய ம்,இந்த சய்தஅன வரக்கம் ஏமற்றமகஇரக்கக்கடம்எனதரயம்
ஆனல்இந்தபத வதமனஏலயன்களக்க எதரகஅத சயல்படமஎன்றதரயவல்ல,ஆனல்இந்தபத வதமனஏலயன்களக்க எதரகஅத சயல்படமஎன்றதரயவல்ல
உனக்கககல்லரயலஅவன்க யலபட்ட கயங்களஎல்லம்மறந்தட்டய,உனக்கககல்லரயலஅவன்க யலபட்ட கயங்களஎல்லம்மறந்தட்டய
பள்ளவ ரயத்தல்எங்களக்கநறயநண்பர்கள்உள்ளனர் தர,பள்ளவ ரயத்தல்எங்களக்கநறயநண்பர்கள்உள்ளனர்தர
நன்அவனக்ககதன்த டட்ட இரந்தன் ஆனல்அவன்இன்னம்கடக்கவல்ல,நன்அவனக்ககதன்த டட்ட இரந்தன் ஆனல்அவன்இன்னம்கடக்கவல்ல
நீங்கள் ஏன் மகவம்மசமகஉடலறவ கள்ளவரம்பகறீர்கள்,நீங்கள் ஏன் மகவம்மசமகஉடலறவ கள்ளவரம்பகறீர்கள்
