reference,generated
மஸ்டர் எல்லரம்சமதனமகவண்டம் அவர்கள் ஒரக ரக்கட்அணசர ய,மஸ்டர் எல்லரம்சமதனமகவண்டம் அவர்கள் ஒரக ரக்கட்அணசர ய
எனக்கத ரந்தரந்தல் நன்வழ்க்கயன் நபணரகஇரப்பன,எனக்கத ரந்தரந்தல் நன்வழ்க்கயன் நபணரகஇரப்பன
நீ என் பச்சகட சயகக்கட்டத ஞபகம்இல்லஎன்றபதலம்,என் பச்சகட சயகக்கட்டத ஞபகம்இல்லஎன்றபதலம்
தயவசய்த தவய ல்லதவர்கள இந்த இடத்தவ ட்டவளய ற்றங்கள்,தயவசய்த தவய ல்லதவர்கள் இந்த இடத்தவ ட்டவளய ற்றங்கள்
இந்த வலஉனக்கஎளதக இரந்தர க்கத என்றஎனக்கத்தரய ம் மர்க,இந்த வலஉனக்கஎளதக இரந்தர க்கத என்றஎனக்கத்தரய ம் மர்க
நீங்கள் கறவதஎப்பதம்கவனப்ப ன் எப்பதம்உங்களக்ககஉழப்ப ன்,நீங்கள் கறவதஎப்பதம்கவனப்பன் எப்பதம்உங்களக்ககஉழப்ப ன்
எனதந தஇல்லமல்வலநடக்கத என்பதஉங்களக்கநனவட்டகறன்,எனதந தஇல்லமல்வலநடக்கத என்பதஉங்களக்கநனவட்டகறன்
உன்னச்ச ற்றஉள்ளஎல்ல எழவயம் அவள் பர்த்தவட்டள்,உன்னச்ச ற்றஉள்ளஎல்ல எழவயம் அவள் பர்த்தவட்டள்
அவர்கள் ஃபவல்இரக்கம்பத எம்அறயஎந்ததந்தகள் கடத்தத,அவர்கள் ஃபவல்இரக்கம்பத எம்அறய எந்ததந்தகள் கடத்தத
ஜமீனல்வட தலயனபத தடர ன நர்கணல்களல்பங்கற்கஒப்பக்கண்டர்,ஜமீனல்வட தலயனபத தடர ன நர்கணல்களல்பங்கற்கஒப்பக்கண்டர்
அவர் எங்களத்த டர்பகண்டஏனனல்ச ப்பர்சவ ரஸ்யமனத ன்,அவர் எங்களத்த டர்பகண்டஏனனல்ச ப்பர்சவ ரஸ்யமனத ன்
ஆனல்வரலறம்நனம் எங்களக்க தவயனஎல்லமந்தரீகங்களயம்,ஆனல்வரலறம்நனம் எங்களக்க தவயனஎல்லமந்தரீகங்களயம்
அதபன்றதவறக்ககநீங்கள்இங்கய இரக்கவ ரம்பகறீர்கள,அதபன்றதவறக்ககநீங்கள்இங்கய இரக்கவ ரம்பகறீர்கள
வால்ஸிகிட்ட மீண்டும் வேலைக்காக நீ வந்திருந்தால் இது தாமதம்,வால்ஸிகிட்ட மீண்டும் வேலைக்காக நீ வந்திருந்தால் இது தாமதம்
மட்டமசமீபத்தயசம்ம டயம் தங்களடயவழ்வடத்த உடல்கள்நனவகள்,மட்டமசமீபத்தயசம்ம டயம் தங்களடயவழ்வடத்த உடல்கள்நனவகள்
கடவள்உன்உறவனர்கவனக்கஆற கழந்தகளகடக்கமடவசய்தர்,கடவள்உன்உறவனர்கவனக்கஆற கழந்தகளகடக்கமடவசய்தர்
உணவம் ப ரட்களம்இல்ல மல்மரத்த வமன அறகளன்உள்ளஎப்படஇரக்கம்என்பத,உணவம் ப ரட்களம் இல்ல மல்மரத்த வமன அறகளன்உள்ளஎப்படஇரக்கம்என்பத
நம்ம கல்யணத்தபத்தகடபப்ளக ட்ட டஸ்கஸ்பண்ணன்கட்டப்பர,நம்ம கல்யணத்தபத்தகடபப்ளக ட்ட டஸ்கஸ்பண்ணன்கட்டப்பர
நன்த ரம்பபர்க்கம்மன் அதன் வழயபக வண்டயரந்தத,நன்த ரம்பபர்க்கம்மன் அதன் வழயபக வண்டயரந்தத
அவர்கள் தடீரன்றஎங்களத்தக்க நம்அனவர யம் கன்றரப்பர்கள்,அவர்கள் தடீரன்றஎங்களத்தக்க நம்அனவர யம் கன்றரப்பர்கள்
ஆங்கலத்தல் அப்பறம்கட்ட டம் மலப்பரள் சரக்கஇரப்ப,ஆங்கலத்தல் அப்பறம்கட்ட டம் மலப்பரள் சரக்கஇரப்ப
நன்ச ல்லவர்றதஇந்தப்பட்டய ன் எதர்கலம்இந்தயவல்தன்இரக்கறத,நன்ச ல்லவர்றதஇந்தப்பட்டய ன் எதர்கலம்இந்தயவல்தன்இரக்கறத
நன்உறதசய்ய வண்டம் இரக்கம்வய்ப்பக்களகரதகன்றனர்,நன்உறதசய்ய வண்டம் இரக்கம்வய்ப்பக்களகரதகன்றனர்
கவல்கணற்றல்பன்றக்கட்டங்கள்களக்கம்ப தசீட்டட்டம்தடர்கறீர்கள்,கவல்கணற்றல்பன்றக்கட்டங்கள்களக்கம்ப தசீட்டட்டம்தடர்கறீர்கள்
அந்த மரட்டஎம்சஆர்என்கப்பற்பட நம் கப்பல்களர ங்கல்அழத்தத,அந்த மரட்டஎம்சஆர் என்கப்பற்பட நம் கப்பல்களர ங்கல் அழத்தத
உங்களக்கஇன்னம்ஒரவர க்கரவர்தரயத அதஅப்படயசல்லவ ரம்பகறன்,உங்களக்கஇன்னம்ஓரவர க்கரவர்தரயத அதஅப்படயசல்லவ ரம்பகறன்
இரண்டவ ரங்களக்கள்யரவத வரவத நம்எதர்பர்க்கலம்,இரண்டவ ரங்களக்கள்யரவத வரவத நம்எதர்பர்க்கலம்
நம்ப உலக நயகன்ம ழமயஅந்த வடவத்தலபய்உட்க ர்ந்தட்டர்,நம்ப உலக நயகன்ம ழமயஅந்த வடவத்தலபய்உட்க ர்ந்தட்டர்
அதற்கபதலகநீங்கள்ஒன்றஎனக்கஅற மகப்பட த்தவரம்பகறன்,அதற்கபதலகநீங்கள்ஒன்றஎனக்கஅற மகப்பட த்தவரம்பகறன்
என் அம்மப றந்தபத அவரத பற்றர்கள் ஜவடஎன பயரட்டர்கள்,என் அம்மப றந்தபத அவரத பற்றர்கள் ஜவடஎன பயரட்டர்கள்
ஆமம் ந ன்சல்கறன் நன்நீங்கள்ஒர பய்யன்ந னக்கறன்,ஆமம் ந ன்சல்கறன் நன்நீங்கள்ஒர பய்யன்ந னக்கறன்
நன்அவளடன்இரப்பன் எடத்தக்கள்வன் இந்த நட்களகவனத்தக்கள்,நன்அவளடன்இரப்பன் எடத்தக்கள்வன் இந்த நட்களகவனத்தக்கள்
சடவதற்கமன் எல்ஏபட ஆஃபீஸர் கடத டர்பலஇரந்தீங்கள,சடவதற்கமன் எல்ஏபட ஆஃபீஸர் கடத டர்பலஇரந்தீங்கள
டர சர நங்கள்சல்லவ ண்டயத இததன்என்ற அவர்கறன ர்,டர சர நங்கள்சல்லவ ண்டயத இததன்என்ற அவர்கறனர்
நன்அவரடமரந்தஅதகமகஎதர்பர்த்தன்என்றஎனக்கஆச்சரயமகஇர க்கறத,நன்அவரடமரந்தஅதகமகஎதர்பர்த்தன்என்றஎனக்கஆச்சரயமக இரக்கறத
நீங்கள் அவரஎதர்பர்க்கறீர்கள் பரத்தயர்களக்கனமதப்பண்களதீர்த்த வப்பத,நீங்கள் அவரஎதர்பர்க்கறீர்கள் பரத்தயர்களக்கனமதப்பண்களதீர்த்த வப்பத
உயரள்ளமள மட்ட ம சய்யக்கடயஅறவ ற்றல்பய்ச்சல்,உயரள்ளமள மட்ட ம சய்யக்கடயஅறவ ற்றல்பய்ச்சல்
ஆனல்ந ங்கள்இரண்டமணநரம்மட்டமஇர க்கறம் நம்இதசய்யவரம்ப னல்மடவசய்யவண்டம்,ஆனல்ந ங்கள்இரண்டமணநரம்மட்டமஇரக்கறம் நம்இதசய்யவரம்ப னல்மடவசய்யவண்டம்
தலயதக்கசத்தஎன்னஇரக்கன்னக ட பர்க்கமல்பவ ம்,தலயதக்கசத்தஎன்னஇரக்கன்னக ட பர்க்கமல்பவம்
அதப்பற்றயசத்தப்பரங்கள் உடனடயகஅவர்களத்தக்க ம்,அதப்பற்றயசத்தப்பரங்கள் உடனடயகஅவர்களத்தக்க ம்
பமமழ வதம்பகரப்படகன்றனஎன்பத பற்றயஒரவரபடத்ததயரக்க ன்றனர்,பமமழ வதம்பகரப்படகன்றனஎன்பத பற்றயஓரவரபடத்ததயரக்க ன்றனர்
ஒரச றயவசத்தரமன மற்றம்ஒரவளகடசறத ஆபத்தனஇரந்தத,ஓரச றயவசத்தரமன மற்றம்ஓரவளகடசறத ஆபத்தனஇரந்தத
கயலதப்பயவச்சக்கட்ட எல்லரம்சர க்கறமதரரம்ரமபனன்,கயலதப்பயவச்சக்கட்ட எல்லரம்சர க்கறமதரரம்ரமபனன்
அவரதவ ழ்க்கயன்இறதய ல்தன் நீ உண்மயஅற யவண்டம்என்ற,அவரதவ ழ்க்கயன்இறதய ல்தன் நீ உண்மயஅற யவண்டம்என்ற
ஆனல்ந த்தஇரவ என்ன நடந்ததன்னஉங்களக்க ஞபகம்இரக்கறதஎதவம் சல்லமடய ம,ஆனல்ந த்தஇரவ என்ன நடந்ததன்னஉங்களக்க ஞபகம் இரக்கறதஎதவம் சல்லமடய ம
அதஅப்படயநகல் எடத்தஎல்ல இடத்தலயம்எக்ஸ்எக்ஸ்பட,அதஅப்படயநகல் எடத்தஎல்ல இடத்தலயம்எக்ஸ்எக்ஸ்பட
மலம்அந்தசலய ல்கட்டவழ யல்அணவகத்தசல்ல வண்டம்,மலம் அந்தசலய ல்கட்டவழ யல்அணவகத்தசல்ல வண்டம்
என்று அவள் என்னிடமிருந்து எடுத்து கொண்டு ஒரு சத்தியம்,என்று அவள் என்னிடமிருந்து எடுத்து கொண்டு ஒரு சத்தியம்
அவர்கள் என்ன பற்றந னத்தவத்த மற்றவர்கள் என்ன சய்கறர்கள்அவர்கள்எப்பட,அவர்கள் என்ன பற்றந னத்தவத்த மற்றவர்கள் என்ன சய்கறர்கள்அவர்கள்எப்பட
இந்த கயறஉங்ககயல இரக்க ற வரக்கம்இன மநீங்ககடக்க கடத,இந்த கயறஉங்ககயல இரக்க ற வரக்கம் இன மநீங்ககடக்க கடத
நீங்கள் பண்கள்என்னடன்பதக ப்பகஇரக்கறீர்கள்,நீங்கள் பண்கள்என்னடன்பதக ப்பக இரக்கறீர்கள்
சறயஇளஞ்சவப்பகமழ் ஒரசறயஓல்நய்க்கட்ட யன் டக்பன்றத,சறயஇளஞ்சவப்பகமழ் ஒரசறயஓல்நய்க்கட்ட யன் டக்பன்றத
எனக்கனஒர நள் ஒரகட ம்பம் வரம் இணந்தரப்பம்ன,எனக்கனஓர நள் ஒரகட ம்பம் வரம் இணந்தரப்பம்ன
நங்கள்வ ட்டஅவற்றல்எதயனம்இரந்ததஎன்றல் டக்டர்கள்கண்டபடக்கமடயம் வந்தள்ளன்என்ற,நங்கள்வ ட்டஅவற்றல் எதயனம் இரந்ததஎன்றல் டக்டர்கள்கண்டபடக்கமடயம் வந்தள்ளன்என்ற
இன்னம்கண்டறயப்படதநயன் பரவலஒட்டஇந்தமடவஎடக்கப்பட்டத,இன்னம்கண்டறயப்படதநயன் பரவலாட்டஇந்தமடவஎடக்கப்பட்டத
அவங்க எவ்ளதப்பஇரக்கறங்கனம் நங்கஎவ்ளசரய இரக்க றம்னம்,அவங்க எவ்ளதப்பஇரக்கறங்கனம் நங்கஎவ்ளசரய இரக்க றம்னம்
அந்த பண்ணஒர நடக ன்னஉங்க பயன்உங்ககட்டசல்லலய,அந்த பண்ணஓர நடக ன்னஉங்க பயன்உங்ககட்டசல்லலய
அல்லதநீ அவளஇங்க வட்டச ல்லலம் எங்களடன்நீங்கள்எங்கதர்வ சய்கறீர்கள்,அல்லதநீ அவளஇங்க வட்டச ல்லலம் எங்களடன்நீங்கள்எங்கதர்வ சய்கறீர்கள்
பதயபற்றநய்சகச்சக்களக்கனபணகளல்மன்னடயகஈடபட்டர க்கறர்,பதயபற்றநய்சகச்சக்களக்கனபணகளல்மன்னடயகஈடபட்டர க்கறர்
நீங்கள் ஒரபதம்பணக்கரரகஇரக்கம ட்டீர்கள்என்பததன்ப ரச்சன,நீங்கள் ஒரபதம்பணக்கரரகஇரக்கம ட்டீர்கள்என்பததன்ப ரச்சன
ஷட் ந ங்கள்பத யளவபணம்ப றவல்ல அந்த கசப்பனஜ க்கட்டகள்எவ்வளவ,ஷட் ந ங்கள்பத யளவபணம்ப றவல்ல அந்த கசப்பனஜ க்கட்டகள்எவ்வளவ
திருட்டு குட்டிங்களா என் குடும்பத்த விட்டு தள்ளி இருங்க,திருட்டு குட்டிங்களா என் குடும்பத்த விட்டு தள்ளி இருங்க
நன்பத்தசம்பதப்பன்என்றநனத்தமீண்டம்மரத்தவமனக்கஓடனன்,நன்பத்தசம்பதப்பன்என்றநனத்த மீண்டம்மரத்தவமனக்கஓடனன்
அவர் உன்னஎவ்வளவநசக்கறர்என்பத வரன்எப்பதவதஉனக்கச ன்னர,அவர் உன்னஎவ்வளவநசக்கறர்என்பத வரன்எப்பதவதஉனக்கச ன்னர
இப்பதநன்நச்சயமகஉங்களக்கசல்லப்பவதல்ல கரணம்இதஅதகமககட்டப்பட்டள்ளத,இப்பதநன்நச்சயமகஉங்களக்கசல்லப்பவதல்ல கரணம் இதஅதகமககட்டப்பட்டள்ளத
இந்த நகழ்ச்சஉங்கள்பழத பக்கற்ககமட்டமதயரக்கப்பட்ட ள்ளத மலம்இத கற்பனயனபடப்பக ம்,இந்த நகழ்ச்சஉங்கள்பழத பக்கற்ககமட்டமதயரக்கப்பட்ட ள்ளத மலம்இத கற்பனயனபடப்பகம்
நன்உங்கள்வய லரந்தஒரவகயனவ ர்த்தகள்வப்பட்டஇரக்கறன்,நன்உங்கள்வய லரந்தஓரவகயனவ ர்த்தகள்வப்பட்டஇரக்கறன்
ஆனல்இந்தகர மங்களஒரபதம்பர்க்கதகமரக்கள் நீங்கள்வந்தபடயஓடவந்தன,ஆனல்இந்தகர மங்களஒரபதம்பர்க்கதகமரக்கள் நீங்கள்வந்தபடயஓடவந்தன
ஏன் வற்றக்கரகவசகள்எப்பவ ம் தீங்கற்றவர்களவஇர க்கங்க,ஏன் வற்றக்கரகவசகள்எப்பவ ம் தீங்கற்றவர்களவஇர க்கங்க
ஏன்னந ன்உன்இடத்தலஇரந்த ரந்த அவன நல்லஅடச்சட்ட ஜயலக்கவதபய்இரப்பன்,ஏன்னந ன்உன்இடத்தலஇரந்த ரந்த அவன நல்லஅடச்சட்ட ஜயலக்கவதபய்இரப்பன்
ஓப்ரப ன்றமணவர்கள்நறந்தஒரவகப்ப நன் கண்டரந்தரந்த ல்,ஓப்ரப ன்றமணவர்கள்நறந்தஒரவகப்ப நன் கண்டரந்தரந்த ல்
நன்அடத்ததஎன்ன சய்யப்பறன்ன யசப்பதஎனக்ககஷ்டம இரக்க,நன்அடத்ததஎன்ன சய்யப்பறன்ன யசப்பதஎனக்ககஷ்டம இரக்க
அப்படன்னஅம தயனகணம் இரக்கறவங்கள்லநீயம்ஒரத்தன,அப்படன்னஅம தயனகணம் இரக்கறவங்கள்லநீயம்ஓரத்தன
அதவத கடவள மக்கள் இதவடமசமனதலம்உயர்பழத்தள்ளனர்,அதவத கடவள மக்கள் இதவடமசமனதலம்உயர்பழத்தள்ளனர்
ஒரமனதன்கற்றப்படத்தப்படம்பழதஇரவஷயங்களசய்வன்,ஓரமனதன்கற்றப்படத்தப்படம்பழதஇரவஷயங்களசய்வன்
இந்த வகதத்தல் நன் ஒரபத யஜட்சவல்த ர்ச்சபறவன்,இந்த வகதத்தல் நன் ஒரபத யஜட்சவல்த ர்ச்சபறவன்
யரக்கம்மற்றவர்கள்இரக்கறர்கள இறந்தவ ட்டர்களஎன்ற ம்அக்கற இல்ல,யரக்கம்மற்றவர்கள்இரக்கறர்கள இறந்தவ ட்டர்களஎன்ற ம் அக்கற இல்ல
பறகவர இறத யகழப்பதற்கக பரன்சன்தற்கப்பகதக்க ப்பகறம்,பறகவர இந்த யகழப்பதற்கக பரன்சன்தற்கப்பகதக்க ப்பகறம்
வட்டக லயகஇரந்தல் அவள் ஏன் இன்னம்உயரடன்இரக்கறள்,வட்டக லயகஇரந்தல் அவள் ஏன் இன்னம்உயரடன்இரக்கறள்
வறநற யஆரக்கயமனவழகள்உள்ளன தட்டங்கள் ப ங்கக்கள் பல,வறநற யஆரக்கயமனவழகள்உள்ளன தட்டங்கள் பங்கக்கள் பல
தள்ளக்கத க்கம்களகளத்தக்கசங்கம வரந்தசல்லங்கள்,தள்ளக்கத க்கம்களகளத்தக்கசங்கம வரந்தசல்லங்கள்
நீங்கள் சந்தித்த யாரோ ஒரு அரிய ஆற்றல்மிக்க மருந்து ஒரு முறை இரண்டு ஆண்டுகளுக்கு முன்பு ஒரு காபி ஷாப்பில்,நீங்கள் சந்தித்த யாரோ ஒரு அரிய ஆற்றல்மிக்க மருந்து ஒரு முறை இரண்டு ஆண்டுகளுக்கு முன்பு ஒரு காபி ஷாப்பில்
அந்த ஒற்றமஉணர்வபதக்கக்கடய எந்த யதம யற்சகளயம்சர்ந்தமறயடக்கம்,அந்த ஒற்றமஉணர்வபதக்கக்கடய எந்த யதம யற்சகளயம்சர்ந்தமறயடக்கம்
அவர் என்ன சன்னர்என்றஉங்களக்கத்தரயம் ஆனல்நீங்கள்அத கள்வகட்கவல்லய,அவர் என்ன சன்னர்என்றஉங்களக்கத்தரயம் ஆனல்நீங்கள்அத கள்வகட்கவல்லய
அடத்த நட்களல்உங்கள ன்வழ்க்க ரன்பகறன் என்ற,அடத்த நட்களல்உங்கள ன்வழ்க்க ரன்பகறன் என்ற
நீங்கள் கட்டகடக்கமல்அமப்ப மற்றவ ரம்பகறீர்கள்,நீங்கள் கட்டகடக்கமல்அமப்ப மற்றவ ரம்பகறீர்கள்
எல்ஜபடசமகத்தக்கம்இந்நட்ட கடமகன்களகவழஉரமஇர க்க,எல்ஜபடசமகத்தக்கம் இந்நட்ட கடமகககவழஉரமஇரக்க
எனக்கம கவம்பதக ப்பனஇடமகஇரந்தத ரணமக்ககீழ்வலத,எனக்கம கவம்பதக ப்பனஇடமக இரந்தத ரணமக்ககீழ்வலத
உங்கள் மனதக்க ப்பற்றஉங்கள்பகச்சஅதன்உடலவழங்கக றத,உங்கள் மனதக்க ப்பற்றஉங்கள்பகச்ச அதன்உடலவழங்கக றத
அவன் டஎன்ஏல க்நஸ்சீல கடச்சரத்தத்தடஏன்ப ரந்தல,அவன் டஎன்ஏல க்நஸ்சீல கடச்சரத்தத்தடஏன்ப ரந்தல
இப்பத இந்தகட்டடத்தன் சவர்களக்கடயநீங்கள்சலவட்ட,இப்பத இந்தகட்டடத்தன் சவர்களக்கடயநீங்கள்சலவட்ட
கலகள் ஆள்கடத்தல்களல் சம்பந்தப்படததபல ரப்பத,கலகள் ஆள்கடத்தல்களல் சம்பந்தப்படததபல ரப்பத
இங்கரந்தஅத என்றல்சறந்தஇர க்கலம் நன்தனயகத்த டர,இங்கரந்தஅத என்றல்சறந்தஇரக்கலம் நன்தனயகத்த டர
சமவல் நீஉன்அப்பவ வடச்சறப்பன தணஓட்டபவர்ஆகப் பகறய,சமவல் நீஉன்அப்பவ வடச்சறப்பன தணஓட்டபவர்ஆகப் பகறய
ஒரவீரரக வசல க்கமன்னரகம் தடங்கம்என்பதஉங்களக்கத்தரயம்,ஒரவீரரக வசல க்கமன்னரகம் தடங்கம்என்பதஉங்களக்கத்தரயம்
நீங்கள் உடனடயகஎங்களடன் பன்சவக்கதரம்பவண்டம்,நீங்கள் உடனடயகஎங்களடன் பன்சவக்கதரம்பவண்டம்
இசச மர் பஞ்ச்சட வயர்க்கம்ககள்தடவப்பர்க்க ம்,இசச மர் பஞ்ச்சட வயர்க்கம்ககள்தடவப்பர்க்கம்
இதவமகப்பரயத கக்கரதப்பட கறத இந்தயமீதஎப்ப தம்தீவரவத தக்கதல்,இதவமகப்பரயத கக்கரதப்பட கறத இந்தயமீதஎப்ப தம்தீவரவத தக்கதல்
பதயமள அலகள்கறக்கட்டல் டயனன்பதக ப்பவழமறகள் சயல்படம்,பதயமள அலகள்கறக்கட்டல் டயனன்பதக ப்பவழமறகள் சயல்படம்
பண்கள்ஒரவரக்கரவர்அற்பத்தனமகவம் கவலமகவம்நடந்தக்கள்கற ர்கள்,பண்கள்ஒரவரக்கரவர்அற்பத்தனமகவம் கவலமகவம்நடந்தக்கள்கற ர்கள்
நன்என்மன வமற்ற ம்என்கழந்தகள் என்அச்சவத்தகள மஸ்,நன்என்மன வமற்ற ம்என்கழந்தகள் என்அச்சவத்தகள மஸ்
இந்த வகயனஅச்சறத்தலலரந்தநம்அனவரம் ஆபத்தல்நற்கறம்,இந்த வகயனஅச்சறத்தலலரந்தநம்அனவரம் ஆபத்தல்நற்கறம்
அம்மஎன்னத்தட்டனர்ஆனல் அவன்தன்எடத்தன்எனஎனக்க த்தரயம்,அம்மஎன்னத்தட்டனர்ஆனல் அவன்தன்எடத்தன்எனஎனக்க த்தரயம்
இன்னும் தொடர்ந்து தகவல் அனுப்புகிறார் எனவே,இன்னும் தொடர்ந்து தகவல் அனுப்புகிறார் எனவே
நீங்கள் ஆர்வமகஇரந்தல் எப்ப தவண்டமன லம்என்னதடர்பகள்ளகவலப்படவண்டம்,நீங்கள் ஆர்வமகஇரந்தல் எப்ப தவண்டமன லம்என்னதடர்பகள்ளகவலப்படவண்டம்
யஎன்என்வீடயலபர்கீத் ரங்கவள வட்ட பறதபர்த்தன்,யஎன்என்வீடயலபர்கீத் ரங்கவள வட்ட பறதபர்த்தன்
அவர்கள் சம்பந்தப்பட்டரப்பதக நீங்கள் சல்லவல்லய,அவர்கள் சம்பந்தப்பட்டரப்பதக நீங்கள் சல்லவல்லய
எண்ணவம டயதஅளவ வள்ளந ற மனதர்கள் நமக்கத்தடய ய்இரக்க றர்கள்,எண்ணவம் டயத அளவ வள்ளநற மனதர்கள் நமக்கத்தடய ய் இரக்க றர்கள்
நீ உன் வலயவடவதகசல் ஆனல்ச ட்டல்மன்டகபரயதக யக்கள்,நீ உன் வலயவடவதகசல் ஆனல்ச ட்டல்மன்டகபரயதக யக்கள்
என்மனவ இந்த பயவத்தக்கண்டஎன்னசய்வத என்றகட்ப ள்,என்மனவ இந்த பயவத்தக்கண்டஎன்னசய்வத என்றகட்ப ள்
எனவநீங்கநற த்தவண்ட யரக்கம் ஆனஇந்தப்பக்கம்இரந்தஎடக்கம டயத,எனவநீங்கநறத்தவண்ட யரக்கம் ஆனஇந்தப்பக்கம்இரந்தஎடக்கம டயத
எந்தக் கள்வகள்கட்கமடயத அளவக்க தீவரமனவஎன்றஅவரக்கத்தரயம்மன்ப,எந்தக் கள்வகள்கட்கமடயத அளவக்க தீவரமனவ என்றஅவரக்கத்தரயம்மன்ப
இரண்டந ட்கள்கழ த்த நன்ஒரஇரந்தத வஷங்டன்வம னம்மீண்டம்,இரண்டந ட்கள்கழ த்த நன்ஒரஇரந்தத வஷங்டன்வம னம்மீண்டம்
இல்ல ஒரபழய உளவள யடமரந்தகடத்த தகவலசரபர்க்கவரம்ப கறன்,இல்ல ஒரபழய உளவள யடமரந்தகடத்த தகவலசரபர்க்கவரம்ப கறன்
லஸ்ல நீ தன்கட்டத்தனரடம் ஏதவதசல்லசமளக்கவண்டம்,லஸ்ல நீ தன்கட்டத்தனரடம் ஏதவதசல்லசமளக்கவண்டம்
டரகன்கள்தய்மப்படத்தம் ஆயரக்கணக்கனவர்கள்நம்பதவர்கள்,டரகன்கள்தய்மப்படத்தம் ஆயரக்கணக்கனவர்கள்நம்பதவர்கள்
சர உண்மயலநன்வந்த க ஞ்சம் கடன் கட்கலம்னவந்தன்,சர உண்மயலநன்வந்த க ஞ்சம் கடன் கட்கலம்னவந்தன்
ஏய் நன்இரண்டவதமற்றத்தஅங்கரந்தவரட்டப்பட்ட ர்,ஏய் நன்இரண்டவதமற்றத்த அங்கரந்தவரட்டப்பட்டர்
நீங்கள் சற்றஇர க்கமட்டீர்கள் என் மனசீகஆட்சயசமளக்க,நீங்கள் சற்றஇர க்கமட்டீர்கள் என் மனசீகஆட்சயசமளக்க
ஆன ல்நீங்கள்மகழ்ச்சயல்லமல்இரக்கம்பத நீங்கள்மகழ்ச்சயகஇரக்க றீர்கள்,ஆன ல்நீங்கள்மகழ்ச்சயல்லமல்இரக்கம்பத நீங்கள்மகழ்ச்சயகஇரக்க றீர்கள்
அவர் எதர்கலத்தல்வநய கங்கள்எங்களபணம்மன்னட க்கவ ண்டம்,அவர் எதர்கலத்தல்வநய கங்கள்எங்களபணம்மன்னட க்கவ ண்டம்
ஹஸ்க ளபல்பதய தயரப்பகளன்கண்கட்ச உலகன்ம ன்னணதயர ப்பளர்,ஹஸ்க ளபல்பதய தயரப்பகளன்கண்கட்ச உலகன்ம ன்னணதயர ப்பளர்
அந்த அளவக்கஎனக்கச் சல்லத்தரஅவங்களக்கதறமஇர க்க,அந்த அளவக்கஎனக்கச் சல்லத்தரஅவங்களக்கதறமஇரக்க
நீங்கள் நன்றகச்ச ய்வீர்கள் உங்கள் வர்த்தகளக்கண,நீங்கள் நன்றகச்ச ய்வீர்கள் உங்கள் வர்த்தகளக்கண
அவர்களஎதர்கள்ளநமக்கஒரதட்டம்தவ என்பதயம் அத்தட்டத்தல்எல்லர க்கம்ஒர,அவர்களஎதர்கள்ளநமக்கஒரதட்டம்தவ என்பதயம் அத்தட்டத்தல்எல்லர க்கம்ஒர
உத்தமமனதந்தத்தனத்தற்க அவர் தப்பமழங்கலதடணம்,உத்தமமனதந்தத்தனத்தற்க அவர் தப்பமழங்கலதடணம்
நீங்கள் உண்மயலயசய்க றீர்கள் அவளக தலக்கறன்,நீங்கள் உண்மயலயசய்க றீர்கள் அவளக தலக்கறன்
ஏனன்றல் நீங்கள்வரவ ல்பதவநீக்கம்ச ய்யப்பட வீர்கள்,ஏனன்றல் நீங்கள்வரவ ல்பதவநீக்கம்ச ய்யப்பட வீர்கள்
நன்அதஅப்படபர்ப்பன் அல்லதகரக்சஸடன்அரங்கல்வழம்,நன்அதஅப்படபர்ப்பன் அல்லதகரக்சஸடன் அரங்கல்வழம்
உங்கள் ஓய்வதயபங்களப்பகளல் அதகரப்ப மகவம்தர ளமனசகதரக்கப்பீட்டத்தட்டம்,உங்கள் ஓய்வதயபங்களப்பகளல் அதகரப்ப மகவம்தர ளமனசகதரக்கப்பீட்டத்தட்டம்
அவர் ஒரஉடன்வீட்டவட்டவ ளயறனர் ஆழ்ந்த ஊதவண்ணபட்ட,அவர் ஒரஉடன்வீட்டவட்டவ ளயறனர் ஆழ்ந்த ஊதவண்ணபட்ட
அவர் அடமனப்பத்தரஇழப்பகளல்சலபல்ல யன்களமறத்தர்,அவர் அடமனப்பத்தரஇழப்பகளல்சலபல்ல யன்களமறத்தர்
ஆனல்ந ன்என்மக்கப்கட்அல்லதஎத யம்கண்டவரவல்ல,ஆனல்ந ன்என்மக்கப்கட்அல்லதஎத யம்கண்டவரவல்ல
நான் நினைக்கிறேன் அது என்னோடத சேதமாக்கிடுச்சுனு,நான் நினைக்கிறேன் அது என்னோடத சேதமாக்கிடுச்சுனு
இப்பத நீங்கள்கடய ல்கவனம் சலத்தவண்டம்என்றந னக்கற ன்,இப்பத நீங்கள்கடய ல்கவனம் சலத்தவண்டம் என்றந னக்கற ன்
ஆம் மம்பலத்தல்கமர க்கள்இல்லஎனஅவர்கள் நனத்தர்கள்,ஆம் மம்பலத்தல்கமர க்கள்இல்லஎனஅவர்கள் நனத்தர்கள்
நன்ப ர்த்தகட ரங்களப்பற்ற நனக்கம்ஒரபயந்த மனதனக இரந்தன்,நன்ப ர்த்தகட ரங்களப்பற்ற நனக்கம்ஒரபயந்த மனதனக இரந்தன்
ஒரம றஸ்டீல்கப்ப த்தட்டயல் சப்பக்கத க்கவக்க வண்டய ரந்தத,ஒரம றஸ்டீல்கப்ப த்தட்டயல் சப்பக்கத க்கவக்க வண்டய ரந்தத
